Image,Plot,Date_Index,Date,Variety,Cover,Green_Avg,EXG_Avg_Image,EXGR_Avg_Image,GLI_Avg_Image,VARI_Avg_Image,EXG_Local_Thresh,EXGR_Local_Thresh,GLI_Local_Thresh,VARI_Local_Thresh,EXG_Global_Thresh,EXGR_Global_Thresh,GLI_Global_Thresh,VARI_Global_Thresh,Vegetation_Fraction,Green_Avg_Vegetation,EXG_Avg_Vegetation,EXGR_Avg_Vegetation
210B_20210821,210B,20210821,8/21/2021,Oat,Fallow,0.347668404,0.043013652,-0.156576126,0.028428277,-0.067320431,-0.267578125,-0.765234375,-0.29296875,-0.123046875,0.306640625,0.205078125,0.16015625,-0.08984375,0.14862346167200338,0.4002383326255909,0.20071499787677297,0.14028576798873307
210C_20210821,210C,20210821,8/21/2021,Oat,Post,0.34475729,0.034280309,-0.182412075,0.021831886,-0.091763362,-0.279296875,-0.807421875,-0.30859375,-0.2890625,0.306640625,0.205078125,0.16015625,-0.08984375,0.06874614212414644,0.41423851157746455,0.2427155347323936,0.1554611744136036
301A_20210821,301A,20210821,8/21/2021,Oat,Post,0.353635806,0.060933338,-0.102823347,0.04113241,-0.026652986,0.353515625,-0.807421875,-0.32421875,-0.107421875,0.306640625,0.205078125,0.16015625,-0.08984375,0.1610422051618379,0.41425203421970636,0.24275610265911918,0.1735026959718447
301B_20210821,301B,20210821,8/21/2021,Oat,Fallow,0.35786216,0.073606974,-0.079488643,0.049800661,-0.012228635,0.142578125,-0.786328125,0.08984375,-0.111328125,0.306640625,0.205078125,0.16015625,-0.08984375,0.250889119825624,0.41345484124393667,0.24036452373181,0.17754621059531786
301C_20210821,301C,20210821,8/21/2021,Oat,Under,0.353958538,0.061911178,-0.081005817,0.041562472,-0.000490663,0.119140625,0.015234375,0.07421875,-0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375,0.25377047085374793,0.4087259335747459,0.22617780072423743,0.18358187039234117
302A_20210821,302A,20210821,8/21/2021,Oat,Post,0.355262447,0.065812056,-0.101656587,0.043819402,-0.022064232,-0.267578125,-0.765234375,-0.30078125,-0.166015625,0.306640625,0.205078125,0.16015625,-0.08984375,0.22948333397631265,0.4058227209281495,0.21746816278444955,0.15911173001464524
302B_20210821,302B,20210821,8/21/2021,Oat,Fallow,0.370554086,0.111687575,-0.033863575,0.075538946,0.00911793,0.576171875,0.880078125,0.11328125,-0.140625,0.306640625,0.205078125,0.16015625,-0.08984375,0.34397665020639634,0.4206965464845964,0.2620896394537891,0.20708316464170134
302C_20210821,302C,20210821,8/21/2021,Oat,Under,0.355021278,0.065081917,-0.088254229,0.043652063,-0.011636288,0.142578125,-0.786328125,0.08203125,-0.052734375,0.306640625,0.205078125,0.16015625,-0.08984375,0.2226874445430346,0.413287438973778,0.23986231692133453,0.19360357123986902
303A_20210821,303A,20210821,8/21/2021,Soy,Post,0.330768489,-0.007682476,-0.215940317,-0.008750075,-0.10964588,-0.279296875,-0.786328125,-0.31640625,-0.31640625,0.306640625,0.205078125,0.16015625,-0.08984375,0.053443636433779564,0.4092413510935699,0.22772405328070938,0.16530095836990155
303B_20210821,303B,20210821,8/21/2021,Soy,Fallow,0.336700978,0.010118004,-0.169704419,0.004102886,-0.07366986,0.095703125,-0.765234375,-0.33203125,-3.365234375,0.306640625,0.205078125,0.16015625,-0.08984375,0.11142871609891594,0.4140919409712329,0.2422758229136997,0.16956134252334557
303C_20210821,303C,20210821,8/21/2021,Soy,Under,0.349579339,0.048774185,-0.098382482,0.029763988,-0.011652994,0.693359375,-0.026953125,0.05078125,-0.02734375,0.306640625,0.205078125,0.16015625,-0.08984375,0.2929393638362717,0.41116282168916174,0.23348846506748652,0.209291621625627
304A_20210821,304A,20210821,8/21/2021,Oat,Post,0.340304513,0.020936446,-0.156406245,0.012855391,-0.056189105,-0.279296875,-0.786328125,-0.31640625,-0.22265625,0.306640625,0.205078125,0.16015625,-0.08984375,0.08779982928899348,0.39837602574651393,0.19512807723954165,0.13354879367169264
304B_20210821,304B,20210821,8/21/2021,Oat,Fallow,0.348141669,0.04442802,-0.105314568,0.031857458,-0.016637678,0.072265625,-0.048046875,0.05078125,-0.015625,0.306640625,0.205078125,0.16015625,-0.08984375,0.14393373133752557,0.39112355665444565,0.17337066996333708,0.10166163605603902
304C_20210821,304C,20210821,8/21/2021,Oat,Under,0.341569676,0.024742785,-0.130107984,0.014518569,-0.024150827,0.072265625,-0.744140625,-0.31640625,-0.64453125,0.306640625,0.205078125,0.16015625,-0.08984375,0.19080451178581073,0.3972742657953751,0.19182279738612615,0.15130547871681885
305A_20210821,305A,20210821,8/21/2021,Oat,Post,0.338428431,0.015323873,-0.159308268,0.008506826,-0.052399539,-0.314453125,-0.828515625,-0.34765625,-0.14453125,0.306640625,0.205078125,0.16015625,-0.08984375,0.05407415801859496,0.4033050929615113,0.2099152788845327,0.15516989716800245
305B_20210821,305B,20210821,8/21/2021,Oat,Fallow,0.352724874,0.058210186,-0.088502506,0.038744801,-0.002148758,0.669921875,-0.765234375,-0.31640625,-0.115234375,0.306640625,0.205078125,0.16015625,-0.08984375,0.22397681898846494,0.4055089603477197,0.21652688104315937,0.1710488615431894
305C_20210821,305C,20210821,8/21/2021,Oat,Under,0.353111825,0.059347531,-0.089524286,0.040819934,-0.006639575,0.119140625,0.015234375,0.08203125,-0.080078125,0.306640625,0.205078125,0.16015625,-0.08984375,0.1939999180201381,0.4089192298032634,0.2267576894097906,0.18429979086695134
306A_20210821,306A,20210821,8/21/2021,Oat,Post,0.324654923,-0.0260069,-0.205147785,-0.02270222,-0.079587407,-0.337890625,-0.828515625,-0.36328125,-3.140625,0.306640625,0.205078125,0.16015625,-0.08984375,0.02382057501639597,0.3916525844231032,0.17495775326930915,0.1456497059322061
306B_20210821,306B,20210821,8/21/2021,Oat,Fallow,0.329467174,-0.011564723,-0.180750761,-0.011164885,-0.057573121,-0.337890625,-0.849609375,-0.36328125,-0.140625,0.306640625,0.205078125,0.16015625,-0.08984375,0.03043200976042591,0.3990586044466386,0.19717581333991588,0.16368200879075484
306C_20210821,306C,20210821,8/21/2021,Oat,Under,0.335835028,0.007528593,-0.155148166,0.002932946,-0.044001741,-0.314453125,-0.786328125,-0.34765625,-0.15625,0.306640625,0.205078125,0.16015625,-0.08984375,0.07276315535666063,0.4069622237346001,0.2208866712038002,0.1854912247914964
307A_20210821,307A,20210821,8/21/2021,Oat,Post,0.328606088,-0.014154007,-0.1819614,-0.013643808,-0.059630308,-0.314453125,-0.765234375,-0.34765625,-2.763671875,0.306640625,0.205078125,0.16015625,-0.08984375,0.05846068342270746,0.3972659019393006,0.19179770581790187,0.14966931433527036
307B_20210821,307B,20210821,8/21/2021,Oat,Fallow,0.325703028,-0.022868011,-0.188011965,-0.019523395,-0.05945389,-0.326171875,-0.744140625,-0.34765625,-2.42578125,0.306640625,0.205078125,0.16015625,-0.08984375,0.03758776667566838,0.3906639911082814,0.17199197332484412,0.13745881182904543
307C_20210821,307C,20210821,8/21/2021,Oat,Under,0.334051964,0.002174578,-0.143812703,-0.00046667,-0.022617584,0.060546875,-0.048046875,-0.32421875,-0.09765625,0.306640625,0.205078125,0.16015625,-0.08984375,0.11416358840322519,0.3908374386088254,0.17251231582647608,0.13526108121787814
308A_20210821,308A,20210821,8/21/2021,Oat,Post,0.326629203,-0.020058742,-0.184070604,-0.01875475,-0.058609314,-0.326171875,-0.744140625,-0.34765625,-2.732421875,0.306640625,0.205078125,0.16015625,-0.08984375,0.07215915666833841,0.392204155375461,0.17661246612638307,0.1350364095720564
308B_20210821,308B,20210821,8/21/2021,Oat,Fallow,0.333434409,0.000330354,-0.145727319,-0.003474418,-0.016815144,-0.291015625,-0.701953125,-0.32421875,-3.23828125,0.306640625,0.205078125,0.16015625,-0.08984375,0.1585978791327495,0.39009434064488774,0.17028302193466263,0.14135629407936529
308C_20210821,308C,20210821,8/21/2021,Oat,Under,0.326822722,-0.019510135,-0.179190864,-0.017879724,-0.043242862,-0.291015625,-0.701953125,-0.32421875,-3.171875,0.306640625,0.205078125,0.16015625,-0.08984375,0.10321204332394583,0.3839116515926273,0.15173495477788254,0.13056046816161426
309A_20210821,309A,20210821,8/21/2021,Oat,Post,0.322798577,-0.031600048,-0.239773814,-0.027133194,-0.123968066,-0.267578125,-0.765234375,-0.30859375,-0.21484375,0.306640625,0.205078125,0.16015625,-0.08984375,0.06309194282627985,0.39287704917940686,0.17863114753822062,0.1259395798962365
309B_20210821,309B,20210821,8/21/2021,Oat,Fallow,0.331315869,-0.006043353,-0.214301374,-0.008411793,-0.09932724,-0.279296875,-0.807421875,-0.32421875,-0.337890625,0.306640625,0.205078125,0.16015625,-0.08984375,0.13878949500405077,0.3900159695918529,0.17004790877555903,0.12762962945090697
309C_20210821,309C,20210821,8/21/2021,Oat,Under,0.331552863,-0.005333574,-0.201166672,-0.007511423,-0.089236087,-0.279296875,-0.786328125,-0.31640625,-0.173828125,0.306640625,0.205078125,0.16015625,-0.08984375,0.12431100748427916,0.3942487023843888,0.18274610715316703,0.14034270838130788
310A_20210821,310A,20210821,8/21/2021,Oat,Post,0.310189714,-0.069409157,-0.303896842,-0.057487279,-0.16694431,-0.326171875,-0.849609375,-0.34765625,-0.375,0.306640625,0.205078125,0.16015625,-0.08984375,0.039797606188032866,0.3836877757036527,0.1510633271109577,0.12639037858388516
310B_20210821,310B,20210821,8/21/2021,Oat,Fallow,0.323826843,-0.028506209,-0.219279634,-0.024902967,-0.092393293,-0.255859375,-0.723046875,-0.30859375,-0.216796875,0.306640625,0.205078125,0.16015625,-0.08984375,0.12584391034296516,0.3834816180748211,0.1504448542244631,0.12418370220141386
310C_20210821,310C,20210821,8/21/2021,Oat,Under,0.328144849,-0.015550384,-0.190945698,-0.015325057,-0.06682973,0.025390625,-0.111328125,-0.31640625,-0.1953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.1620585143320088,0.3885492247655229,0.1656476742965696,0.14572212467884577
401A_20210821,401A,20210821,8/21/2021,Oat,Under,0.315361305,-0.053901016,-0.275491668,-0.045749553,-0.129935423,-0.314453125,-0.849609375,-0.33984375,-0.392578125,0.306640625,0.205078125,0.16015625,-0.08984375,0.08687032232552756,0.37969827834009423,0.13909483502028197,0.1324088254334627
401B_20210821,401B,20210821,8/21/2021,Oat,Fallow,0.31154415,-0.065352481,-0.292565081,-0.054001166,-0.160423472,-0.337890625,-0.870703125,-0.35546875,-0.408203125,0.306640625,0.205078125,0.16015625,-0.08984375,0.02802204293815825,0.3890052385915754,0.16701571577472618,0.1495049517602276
401C_20210821,401C,20210821,8/21/2021,Oat,Post,0.315098742,-0.054691717,-0.257580079,-0.044777132,-0.130285875,-0.326171875,-0.828515625,-0.34765625,-0.283203125,0.306640625,0.205078125,0.16015625,-0.08984375,0.047016053585895605,0.3864620008023111,0.15938600240693324,0.13713717051358928
402A_20210821,402A,20210821,8/21/2021,Oat,Under,0.36124785,0.083743549,-0.10228968,0.060268358,-0.049375749,0.119140625,-0.005859375,0.08203125,0.032924107,0.306640625,0.205078125,0.16015625,-0.08984375,0.17199194186181088,0.4053646192266199,0.2160938576798599,0.15179569455029313
402B_20210821,402B,20210821,8/21/2021,Oat,Fallow,0.351919574,0.055766559,-0.166966675,0.037427636,-0.092573907,-0.267578125,-0.786328125,-0.29296875,-0.126953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.10163875332741792,0.4177608501879176,0.25328255056375376,0.15992618478472828
402C_20210821,402C,20210821,8/21/2021,Oat,Post,0.321263712,-0.036185957,-0.259205248,-0.031651038,-0.134953246,-0.314453125,-0.849609375,-0.33984375,-0.26953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.02730230797422939,0.4057793506979661,0.2173380520938987,0.1830643808545564
403A_20210821,403A,20210821,8/21/2021,Oat,Under,0.326843935,-0.019461565,-0.230298222,-0.017286812,-0.113224402,-0.150390625,-0.617578125,-0.25390625,-0.279296875,0.306640625,0.205078125,0.16015625,-0.08984375,0.09993164326221982,0.38627215227981093,0.15881645683943285,0.11757798965818955
403B_20210821,403B,20210821,8/21/2021,Oat,Fallow,0.319166186,-0.042488782,-0.266276787,-0.035846535,-0.141533569,-0.314453125,-0.849609375,-0.33984375,-0.244140625,0.306640625,0.205078125,0.16015625,-0.08984375,0.028362621040854904,0.40775902739746533,0.22327708219239586,0.1877236114982581
403C_20210821,403C,20210821,8/21/2021,Oat,Post,0.328906297,-0.013269054,-0.223848726,-0.013763506,-0.11430902,-0.291015625,-0.828515625,-0.32421875,-0.318359375,0.306640625,0.205078125,0.16015625,-0.08984375,0.06299187917132827,0.4107089423809214,0.2321268271427655,0.17032095835784714
404A_20210821,404A,20210821,8/21/2021,Soy,Under,0.326550618,-0.020341515,-0.228956182,-0.020028272,-0.121004718,0.025390625,-0.195703125,0.00390625,-0.32421875,0.306640625,0.205078125,0.16015625,-0.08984375,0.15395757783264535,0.3999381781688455,0.1998145345065367,0.14928610763582106
404B_20210821,404B,20210821,8/21/2021,Soy,Fallow,0.334415607,0.003249835,-0.206567158,-0.000345968,-0.111676825,0.072265625,-0.744140625,-0.30078125,-0.26953125,0.306640625,0.205078125,0.16015625,-0.08984375,0.0958025105127117,0.4075713638387924,0.2227140915163768,0.1476384974632949
404C_20210821,404C,20210821,8/21/2021,Soy,Post,0.332412626,-0.00275308,-0.22997487,-0.005478558,-0.121851273,-0.291015625,-0.828515625,-0.31640625,-0.232421875,0.306640625,0.205078125,0.16015625,-0.08984375,0.044388478453763355,0.413996761115758,0.2419902833472741,0.17558273653297443
405A_20210821,405A,20210821,8/21/2021,Oat,Under,0.352811354,0.058438883,-0.137520299,0.039991033,-0.058243879,0.107421875,-0.701953125,-0.28515625,-0.05859375,0.306640625,0.205078125,0.16015625,-0.08984375,0.16717562497588828,0.4097551044079268,0.22926531322378038,0.18291471681122423
405B_20210821,405B,20210821,8/21/2021,Oat,Fallow,0.333084123,-0.000744014,-0.213389939,-0.003626581,-0.110344181,-0.314453125,-0.849609375,-0.33203125,-0.248046875,0.306640625,0.205078125,0.16015625,-0.08984375,0.042364299216851205,0.41400203362065485,0.24200610086196445,0.16274049935406343
405C_20210821,405C,20210821,8/21/2021,Oat,Post,0.339247046,0.017746564,-0.196572228,0.010176217,-0.103589222,-0.291015625,-0.807421875,-0.31640625,-0.203125,0.306640625,0.205078125,0.16015625,-0.08984375,0.04815111299718375,0.4250329760086675,0.2750989280260026,0.17552448288260156
406A_20210821,406A,20210821,8/21/2021,Oat,Under,0.330275596,-0.009158744,-0.208405637,-0.011947961,-0.091049064,-0.279296875,-0.807421875,-0.32421875,-0.181640625,0.306640625,0.205078125,0.16015625,-0.08984375,0.16457698391265768,0.3984472171957701,0.1953416515873104,0.1717776185737286
406B_20210821,406B,20210821,8/21/2021,Oat,Fallow,0.323486818,-0.029531108,-0.249271281,-0.026057362,-0.133254121,-0.302734375,-0.849609375,-0.33203125,-0.2578125,0.306640625,0.205078125,0.16015625,-0.08984375,0.04672550731067474,0.4057172752739963,0.21715182582198814,0.15910808648154662
406C_20210821,406C,20210821,8/21/2021,Oat,Post,0.330782795,-0.007640764,-0.218203983,-0.008456791,-0.108238473,-0.302734375,-0.828515625,-0.32421875,-0.252929688,0.306640625,0.205078125,0.16015625,-0.08984375,0.03410965047644767,0.40262093550076233,0.20786280650228675,0.13941792894152094
407A_20210821,407A,20210821,8/21/2021,Oat,Under,0.348082226,0.044258733,-0.135808824,0.028526019,-0.042251188,0.083984375,-0.723046875,-0.29296875,-0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375,0.21318079452953204,0.40366961310182675,0.21100883930548037,0.17134831532106018
407B_20210821,407B,20210821,8/21/2021,Oat,Fallow,0.349721686,0.0491741,-0.144764824,0.032591742,-0.066367096,0.130859375,-0.786328125,-0.30859375,-0.1484375,0.306640625,0.205078125,0.16015625,-0.08984375,0.1459741859881949,0.4158798569246683,0.24763957077400475,0.18764331457900288
407C_20210821,407C,20210821,8/21/2021,Oat,Post,0.356663304,0.069992925,-0.145574708,0.047799915,-0.078161633,-0.244140625,-0.744140625,-0.27734375,-0.209960938,0.306640625,0.205078125,0.16015625,-0.08984375,0.12880362447436441,0.4156014524623728,0.24680435738711787,0.15023048689476223
408A_20210821,408A,20210821,8/21/2021,Oat,Under,0.331613774,-0.005140593,-0.2096102,-0.007582951,-0.096145078,-0.291015625,-0.807421875,-0.32421875,-0.19921875,0.306640625,0.205078125,0.16015625,-0.08984375,0.08936769414760233,0.4010007280027894,0.20300218400836853,0.16922102779994605
408B_20210821,408B,20210821,8/21/2021,Oat,Fallow,0.336098793,0.008301201,-0.204012146,0.003121168,-0.104684721,-0.302734375,-0.849609375,-0.32421875,-0.19921875,0.306640625,0.205078125,0.16015625,-0.08984375,0.04439571197098877,0.4183992812408578,0.25519784372257387,0.17129469203244313
408C_20210821,408C,20210821,8/21/2021,Oat,Post,0.328516286,-0.014436676,-0.23515161,-0.014094676,-0.120614707,-0.314453125,-0.849609375,-0.33203125,-0.279296875,0.306640625,0.205078125,0.16015625,-0.08984375,0.02364877898229235,0.41744088727896567,0.25232266183689694,0.19666735311250735
409A_20210821,409A,20210821,8/21/2021,Oat,Under,0.374706868,0.124127235,-0.066036686,0.085841928,-0.034764172,0.189453125,-0.659765625,0.12109375,-0.130859375,0.306640625,0.205078125,0.16015625,-0.08984375,0.2772757850777362,0.4259979365785993,0.27799380973579835,0.20212906965509508
409B_20210821,409B,20210821,8/21/2021,Oat,Fallow,0.358448043,0.07535076,-0.114888261,0.05208994,-0.055434449,0.154296875,-0.723046875,0.08984375,-0.05078125,0.306640625,0.205078125,0.16015625,-0.08984375,0.17328613865205816,0.4174520994194448,0.25235629825833417,0.17550580320643105
409C_20210821,409C,20210821,8/21/2021,Oat,Post,0.357389688,0.072177502,-0.122115485,0.049469631,-0.060381593,0.166015625,-0.723046875,-0.28515625,-0.10546875,0.306640625,0.205078125,0.16015625,-0.08984375,0.15539222541568612,0.41999558068273546,0.25998674204820604,0.1830199968885552
410A_20210821,410A,20210821,8/21/2021,Oat,Under,0.355001297,0.065009315,-0.140767459,0.043967357,-0.064046336,-0.244140625,-0.723046875,-0.27734375,-0.087890625,0.306640625,0.205078125,0.16015625,-0.08984375,0.17624042764553838,0.40749646642827636,0.2224893992848292,0.15783415352497795
410B_20210821,410B,20210821,8/21/2021,Oat,Fallow,0.37414794,0.122443821,-0.071465673,0.086924276,-0.043694998,0.166015625,0.015234375,0.11328125,-0.12109375,0.306640625,0.205078125,0.16015625,-0.08984375,0.22604681050113806,0.4179330891480302,0.2537992674440904,0.15797208172972765
410C_20210821,410C,20210821,8/21/2021,Oat,Post,0.349924063,0.049777615,-0.150583659,0.034085764,-0.075238348,0.119140625,-0.765234375,-0.29296875,-0.1796875,0.306640625,0.205078125,0.16015625,-0.08984375,0.09167518614250994,0.4138533800315839,0.24156014009475144,0.15314090894620408
101A_20210909,101A,20210909,9/9/2021,Oat,Fallow,0.352494373,0.057528329,-0.142921919,0.034468763,-0.07190317,0.248046875,-0.786328125,-0.30859375,-0.1875,0.306640625,0.205078125,0.16015625,-0.08984375,0.21723457814127542,0.42731038988267117,0.2819311696480138,0.21498838947389695
101B_20210909,101B,20210909,9/9/2021,Oat,Post,0.337207052,0.011685655,-0.206517291,-0.000611245,-0.100973469,-0.291015625,-0.849609375,-0.33203125,-0.388671875,0.306640625,0.205078125,0.16015625,-0.08984375,0.11854649704872497,0.4441904719931696,0.33257141597950857,0.3131561289410778
101C_20210909,101C,20210909,9/9/2021,Oat,Under,0.386464362,0.15942865,0.018745932,0.101632587,0.017377002,0.271484375,0.162890625,0.16015625,-0.15625,0.306640625,0.205078125,0.16015625,-0.08984375,0.42483170016588867,0.4611318342316705,0.3833955026950107,0.3826208370314607
102A_20210909,102A,20210909,9/9/2021,Oat,Fallow,0.344762681,0.034322402,-0.183240197,0.018220405,-0.097015163,-0.267578125,-0.828515625,-0.31640625,-0.2109375,0.306640625,0.205078125,0.16015625,-0.08984375,0.13862734365958104,0.43229217466945985,0.29687652400837933,0.22743311898893023
102B_20210909,102B,20210909,9/9/2021,Oat,Post,0.334798943,0.004440229,-0.229559401,-0.004610919,-0.117267033,-0.302734375,-0.891796875,-0.33203125,-0.44140625,0.306640625,0.205078125,0.16015625,-0.08984375,0.09295612148451063,0.4284036536443596,0.2852109609330793,0.22538142513736265
102C_20210909,102C,20210909,9/9/2021,Oat,Under,0.371745009,0.115267577,-0.048529416,0.072321457,-0.01818177,0.259765625,0.141796875,0.14453125,-0.025390625,0.306640625,0.205078125,0.16015625,-0.08984375,0.3251056093514911,0.45771740419692925,0.37315221259078735,0.3640211869441871
103A_20210909,103A,20210909,9/9/2021,Oat,Fallow,0.350475888,0.051466244,-0.158679882,0.030260644,-0.07512978,-0.267578125,-0.828515625,-0.30859375,-0.3125,0.306640625,0.205078125,0.16015625,-0.08984375,0.19465394853593612,0.42536251895758675,0.2760875568727601,0.20925545870164047
103B_20210909,103B,20210909,9/9/2021,Oat,Post,0.340036566,0.020153702,-0.199264526,0.007986045,-0.096514416,-0.291015625,-0.849609375,-0.32421875,-0.400390625,0.306640625,0.205078125,0.16015625,-0.08984375,0.10275753732494888,0.4299389053593714,0.28981671607811293,0.23612349573568767
103C_20210909,103C,20210909,9/9/2021,Oat,Under,0.366495003,0.09950912,-0.059461301,0.064463789,-0.017929791,0.248046875,0.141796875,0.14453125,-0.103515625,0.306640625,0.205078125,0.16015625,-0.08984375,0.27036476216195365,0.4475309400224208,0.3425928200672625,0.3170694834577841
104A_20210909,104A,20210909,9/9/2021,Oat,Fallow,0.338030757,0.014129041,-0.205632808,0.004808626,-0.107033564,-0.291015625,-0.849609375,-0.32421875,-0.318359375,0.306640625,0.205078125,0.16015625,-0.08984375,0.08610115832722504,0.42795823258752624,0.28387469776257795,0.20761441298631084
104B_20210909,104B,20210909,9/9/2021,Oat,Post,0.335648035,0.006966407,-0.226547289,-0.001405548,-0.120849011,-0.302734375,-0.870703125,-0.33203125,-0.4140625,0.306640625,0.205078125,0.16015625,-0.08984375,0.07708337351954014,0.4327809839050409,0.29834295171512254,0.22982829876072858
104C_20210909,104C,20210909,9/9/2021,Oat,Under,0.389521587,0.168596106,0.04479093,0.10773765,0.036535822,0.306640625,0.226171875,0.16796875,0.013671875,0.306640625,0.205078125,0.16015625,-0.08984375,0.4222903244473593,0.46710060577882784,0.4013018173364834,0.4161798727109941
105A_20210909,105A,20210909,9/9/2021,Oat,Fallow,0.338524872,0.015612591,-0.199476121,0.005303315,-0.099825372,-0.314453125,-0.870703125,-0.33984375,-0.37890625,0.306640625,0.205078125,0.16015625,-0.08984375,0.08348624185023726,0.43614974710494087,0.3084492413148235,0.2460959672023428
105B_20210909,105B,20210909,9/9/2021,Oat,Post,0.339315342,0.017983399,-0.205259863,0.007595019,-0.106308106,-0.302734375,-0.870703125,-0.33203125,-0.27734375,0.306640625,0.205078125,0.16015625,-0.08984375,0.0749356216966938,0.43246130046551023,0.2973839013965315,0.21730820948350033
105C_20210909,105C,20210909,9/9/2021,Oat,Under,0.390280598,0.170890018,0.047081674,0.110091468,0.04065766,0.306640625,0.226171875,0.16796875,-0.005859375,0.306640625,0.205078125,0.16015625,-0.08984375,0.41849996142124146,0.46562713308985143,0.3968813992695541,0.4066843810595724
106A_20210909,106A,20210909,9/9/2021,Soy,Fallow,0.331688198,-0.004882962,-0.208182323,-0.009666926,-0.080111561,-0.314453125,-0.870703125,-0.34765625,-0.154296875,0.306640625,0.205078125,0.16015625,-0.08984375,0.08356520774661472,0.41646740573164526,0.24940221719493597,0.2053951960777139
106B_20210909,106B,20210909,9/9/2021,Soy,Post,0.338185997,0.014629724,-0.188360427,0.004756027,-0.082698204,-0.291015625,-0.828515625,-0.32421875,-0.283203125,0.306640625,0.205078125,0.16015625,-0.08984375,0.10373406215038,0.42863809563990013,0.28591428691970044,0.24081682616507522
106C_20210909,106C,20210909,9/9/2021,Soy,Under,0.358458738,0.075423233,-0.108547321,0.045645334,-0.045858852,0.224609375,-0.744140625,-0.27734375,-0.25390625,0.306640625,0.205078125,0.16015625,-0.08984375,0.2543817030592955,0.44188777661881795,0.32566332985645335,0.28559926885375697
107A_20210909,107A,20210909,9/9/2021,Oat,Fallow,0.332898513,-0.001265279,-0.241291742,-0.007214153,-0.131715503,-0.279296875,-0.849609375,-0.32421875,-0.349609375,0.306640625,0.205078125,0.16015625,-0.08984375,0.08369480826357008,0.42397480274555244,0.2719244082366577,0.19538301900561658
107B_20210909,107B,20210909,9/9/2021,Oat,Post,0.347895374,0.043711438,-0.158523705,0.026825866,-0.078956295,0.177734375,-0.807421875,-0.31640625,-0.197265625,0.306640625,0.205078125,0.16015625,-0.08984375,0.14665956174530304,0.42415818387371806,0.27247455162115436,0.19684158762622914
107C_20210909,107C,20210909,9/9/2021,Oat,Under,0.374174346,0.122538109,-0.033112441,0.080973717,-0.008637792,0.271484375,0.162890625,0.15234375,-0.07421875,0.306640625,0.205078125,0.16015625,-0.08984375,0.33151751957871994,0.44347759111608026,0.3304327733482405,0.2926168941002441
108A_20210909,108A,20210909,9/9/2021,Oat,Fallow,0.34767076,0.043035789,-0.168465853,0.025603791,-0.088747999,-0.244140625,-0.786328125,-0.30078125,-0.2734375,0.306640625,0.205078125,0.16015625,-0.08984375,0.16843305138690637,0.4212317823283672,0.2636953469851021,0.18341886156713075
108B_20210909,108B,20210909,9/9/2021,Oat,Post,0.345868144,0.037623722,-0.187573354,0.021399156,-0.09702819,-0.279296875,-0.849609375,-0.31640625,-0.189453125,0.306640625,0.205078125,0.16015625,-0.08984375,0.13897455248640098,0.41916627038227383,0.2574988111468215,0.1746714060484883
108C_20210909,108C,20210909,9/9/2021,Oat,Under,0.372643514,0.117971531,-0.045289166,0.076423475,-0.016484653,0.271484375,0.162890625,0.15234375,-0.025390625,0.306640625,0.205078125,0.16015625,-0.08984375,0.3209336782917326,0.4474145627430956,0.34224368822928636,0.3141316722666024
109A_20210909,109A,20210909,9/9/2021,Oat,Fallow,0.337206779,0.011642641,-0.198601445,0.004297586,-0.101403616,-0.279296875,-0.807421875,-0.31640625,-0.236328125,0.306640625,0.205078125,0.16015625,-0.08984375,0.0722091884958142,0.4233255834167878,0.2699767502503633,0.19440678136806813
109B_20210909,109B,20210909,9/9/2021,Oat,Post,0.345588123,0.036789084,-0.176196453,0.021342508,-0.089188554,-0.267578125,-0.807421875,-0.30078125,-0.3359375,0.306640625,0.205078125,0.16015625,-0.08984375,0.14479572547355427,0.42013269150661126,0.2603980745198338,0.18358316756290755
109C_20210909,109C,20210909,9/9/2021,Oat,Under,0.388510084,0.165544117,0.04511376,0.110322916,0.042062916,0.294921875,0.226171875,0.16796875,-0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375,0.4333618253539601,0.44863023475588054,0.34589070426764207,0.32920594979914986
110A_20210909,110A,20210909,9/9/2021,Oat,Fallow,0.336530042,0.009607003,-0.201276653,0.002925206,-0.102643128,-0.291015625,-0.828515625,-0.32421875,-0.3125,0.306640625,0.205078125,0.16015625,-0.08984375,0.0721386617028664,0.42206535049855703,0.266196051495671,0.19758206111558382
110B_20210909,110B,20210909,9/9/2021,Oat,Post,0.350632471,0.051921524,-0.152329653,0.030205837,-0.074644084,0.224609375,-0.765234375,-0.29296875,-0.25390625,0.306640625,0.205078125,0.16015625,-0.08984375,0.1751578112341345,0.44264222469418546,0.3279266740825567,0.2907638010244319
110C_20210909,110C,20210909,9/9/2021,Oat,Under,0.385407294,0.156242981,0.02624917,0.102102797,0.025340277,0.271484375,0.183984375,0.16015625,-0.07421875,0.306640625,0.205078125,0.16015625,-0.08984375,0.4056399733806566,0.4568527521743024,0.3705582565229068,0.3595867227592658
