Image,Plot,X,Y,Date_Index,Date,Variety,Cover,Reference,Predicted_EXG_L,Predicted_EXGR_L,Predicted_GLI_L,Predicted_VARI_L,Predicted_EXG_G,Predicted_EXGR_G,Predicted_GLI_G,Predicted_VARI_G,Predicted_EXG_Z,Predicted_EXGR_Z,Predicted_GLI_Z,Predicted_VARI_Z,Predicted_ALL_MODE,Predicted_ZERO_MODE,Predicted_GLOBAL_ZERO_MODE,EXG_Value,EXGR_Value,GLI_Value,VARI_Value,Red_Value,Green_Value,Blue_Value
409B_20210821,409B,760.0,224.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1684210526315789,0.0273684210526316,0.1212121212121212,0.0196078431372549,0.3789473684210526,0.3894736842105263,0.231578947368421
409B_20210821,409B,982.0,591.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1777777777777777,0.0795061728395061,0.1276595744680851,0.0862944162436548,0.3506172839506173,0.3925925925925926,0.2567901234567901
409B_20210821,409B,491.0,51.0,20210821,08/21/2021,Oat,Fallow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.032258064516129,-0.6129032258064515,-0.024390243902439,-0.3448275862068966,0.6451612903225806,0.3225806451612903,0.032258064516129
409B_20210821,409B,824.0,1283.0,20210821,08/21/2021,Oat,Fallow,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0431654676258992,-0.1462829736211031,0.0320284697508896,-0.077720207253886,0.3836930455635491,0.3477218225419664,0.2685851318944844
409B_20210821,409B,152.0,298.0,20210821,08/21/2021,Oat,Fallow,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0.0298507462686566,-0.174328358208955,0.0222222222222222,-0.1019108280254777,0.3910447761194029,0.3432835820895522,0.2656716417910448
409B_20210821,409B,438.0,650.0,20210821,08/21/2021,Oat,Fallow,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1678832116788322,0.0905109489051096,0.1208406304728546,0.1256830601092896,0.3333333333333333,0.389294403892944,0.2773722627737226
409B_20210821,409B,432.0,1.0,20210821,08/21/2021,Oat,Fallow,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0.0494699646643109,-0.1053003533568905,0.0366492146596858,-0.0252100840336134,0.3604240282685512,0.3498233215547703,0.2897526501766784
409B_20210821,409B,908.0,1276.0,20210821,08/21/2021,Oat,Fallow,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0427807486631016,-0.1411764705882353,0.0317460317460317,-0.0705882352941176,0.3796791443850267,0.3475935828877005,0.2727272727272727
409B_20210821,409B,60.0,532.0,20210821,08/21/2021,Oat,Fallow,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0694444444444443,-0.125,0.0511945392491467,-0.074074074074074,0.3935185185185185,0.3564814814814814,0.25
409B_20210821,409B,804.0,320.0,20210821,08/21/2021,Oat,Fallow,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0.0863787375415282,-0.1049833887043189,0.0634146341463414,-0.064516129032258,0.3953488372093023,0.362126245847176,0.2425249169435216
409B_20210821,409B,184.0,327.0,20210821,08/21/2021,Oat,Fallow,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.5999999999999999,0.0,-0.3333333333333333,0.6666666666666666,0.3333333333333333,0.0
409B_20210821,409B,1087.0,1044.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0.1651785714285714,-0.0026785714285713,0.1189710610932476,-0.015625,0.3973214285714285,0.3883928571428571,0.2142857142857142
310B_20210821,310B,989.0,838.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0046728971962617,-0.1668224299065421,-0.0035087719298245,-0.0569620253164556,0.352803738317757,0.3317757009345794,0.3154205607476635
310B_20210821,310B,738.0,982.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0769230769230768,-0.3025641025641024,-0.0588235294117647,-0.1941747572815534,0.3809523809523809,0.3076923076923077,0.3113553113553113
310B_20210821,310B,587.0,885.0,20210821,08/21/2021,Oat,Fallow,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0098814229249012,-0.1640316205533597,-0.0074294205052005,-0.0449438202247191,0.3458498023715415,0.3300395256916996,0.3241106719367589
310B_20210821,310B,982.0,814.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.1,-0.3234782608695653,-0.0769230769230769,-0.2125,0.3739130434782609,0.3,0.3260869565217391
310B_20210821,310B,133.0,667.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0950413223140496,-0.3140495867768594,-0.073015873015873,-0.2023809523809523,0.371900826446281,0.3016528925619834,0.3264462809917355
310B_20210821,310B,606.0,849.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0184331797235022,-0.106605222734255,0.0137614678899082,0.0224215246636771,0.3317972350230415,0.3394777265745007,0.3287250384024577
310B_20210821,310B,773.0,855.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0385395537525354,-0.1979716024340771,-0.0291858678955453,-0.0683229813664596,0.3427991886409736,0.3204868154158215,0.3367139959432049
310B_20210821,310B,265.0,1138.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0794223826714802,-0.2779783393501805,-0.0607734806629834,-0.1612903225806451,0.3610108303249097,0.3068592057761732,0.3321299638989169
310B_20210821,310B,74.0,16.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0958904109589041,-0.3315068493150684,-0.0736842105263157,-0.2222222222222222,0.3835616438356164,0.3013698630136986,0.3150684931506849
310B_20210821,310B,453.0,349.0,20210821,08/21/2021,Oat,Fallow,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.102827763496144,0.0853470437017996,0.075187969924812,0.3243243243243243,0.2750642673521851,0.3676092544987147,0.3573264781491002
310B_20210821,310B,621.0,535.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0610687022900762,-0.2931297709923662,-0.0465116279069767,-0.1886792452830188,0.3893129770992366,0.3129770992366412,0.2977099236641221
310B_20210821,310B,915.0,467.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0102189781021898,-0.1462773722627737,-0.0076838638858397,-0.0089686098654708,0.3328467153284671,0.32992700729927,0.3372262773722628
310B_20210821,310B,780.0,239.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0.0087912087912088,-0.1287912087912088,0.006578947368421,-0.0062893081761006,0.3384615384615385,0.3362637362637363,0.3252747252747253
310B_20210821,310B,866.0,1060.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0425531914893616,-0.304255319148936,-0.032258064516129,-0.2045454545454545,0.4148936170212766,0.3191489361702128,0.2659574468085106
310B_20210821,310B,846.0,257.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.2705882352941176,0.2988235294117646,0.1900826446280991,0.3428571428571428,0.2823529411764706,0.4235294117647059,0.2941176470588235
310B_20210821,310B,1210.0,270.0,20210821,08/21/2021,Oat,Fallow,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.76,-1.688,-0.7037037037037037,-1.0666666666666669,0.72,0.08,0.2
310B_20210821,310B,13.0,680.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0256410256410256,-0.1954415954415953,-0.0193548387096774,-0.08,0.3532763532763532,0.3247863247863248,0.3219373219373219
310B_20210821,310B,903.0,74.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0367892976588628,-0.2307692307692307,-0.0278481012658227,-0.1238938053097345,0.3678929765886287,0.3210702341137124,0.3110367892976589
310B_20210821,310B,728.0,1227.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0253565768621236,-0.2152139461172741,-0.0191387559808612,-0.1111111111111111,0.3676703645007924,0.3248811410459588,0.3074484944532488
310B_20210821,310B,465.0,989.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0769230769230768,-0.2594164456233421,-0.0588235294117647,-0.134453781512605,0.3501326259946949,0.3076923076923077,0.3421750663129973
310B_20210821,310B,215.0,1222.0,20210821,08/21/2021,Oat,Fallow,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1497005988023952,0.1766467065868264,0.1082251082251082,0.4673913043478261,0.2544910179640718,0.3832335329341317,0.3622754491017964
310B_20210821,310B,475.0,967.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0735294117647059,-0.2617647058823529,-0.0561797752808988,-0.141025641025641,0.3550420168067227,0.3088235294117647,0.3361344537815126
310B_20210821,310B,1005.0,1105.0,20210821,08/21/2021,Oat,Fallow,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1118881118881118,0.0745920745920746,0.0816326530612244,0.2446043165467626,0.2913752913752914,0.3706293706293706,0.337995337995338
310B_20210821,310B,58.0,922.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.1104651162790697,-0.2616279069767442,-0.085201793721973,-0.1,0.3197674418604651,0.2965116279069767,0.3837209302325581
310B_20210821,310B,1253.0,607.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.0040322580645161,-0.1274193548387097,-0.0030272452068617,0.0213675213675213,0.325268817204301,0.3319892473118279,0.3427419354838709
310B_20210821,310B,921.0,500.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.1361256544502617,-0.3685863874345549,-0.1056910569105691,-0.2622950819672131,0.3717277486910995,0.2879581151832461,0.3403141361256545
310B_20210821,310B,572.0,9.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,-5.551115123125783e-17,-0.1149122807017543,0.0,0.0428571428571428,0.3201754385964912,0.3333333333333333,0.3464912280701754
310B_20210821,310B,988.0,927.0,20210821,08/21/2021,Oat,Fallow,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1909547738693467,0.1658291457286432,0.1366906474820144,0.240506329113924,0.3015075376884422,0.3969849246231156,0.3015075376884422
310B_20210821,310B,781.0,1024.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.048780487804878,-0.2666666666666668,-0.037037037037037,-0.1632653061224489,0.3821138211382114,0.3170731707317073,0.3008130081300813
310B_20210821,310B,412.0,936.0,20210821,08/21/2021,Oat,Fallow,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.0681818181818181,0.0212121212121213,0.0502793296089385,0.2368421052631578,0.2878787878787879,0.3560606060606061,0.3560606060606061
207B_20210821,207B,1110.0,695.0,20210821,08/21/2021,Oat,Fallow,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.4146341463414634,0.3512195121951218,0.281767955801105,0.1264367816091954,0.3821138211382114,0.4715447154471545,0.1463414634146341
207B_20210821,207B,701.0,47.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0.2452830188679245,0.1532075471698116,0.1733333333333333,0.0952380952380952,0.3622641509433962,0.4150943396226415,0.2226415094339622
207B_20210821,207B,809.0,1211.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0076335877862595,-0.2290076335877862,-0.005736137667304,-0.1412429378531073,0.3944020356234097,0.3307888040712468,0.2748091603053435
207B_20210821,207B,1245.0,452.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0.0048076923076922,-0.1673076923076922,0.0036014405762304,-0.0691056910569105,0.3621794871794871,0.3349358974358974,0.3028846153846153
207B_20210821,207B,26.0,123.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0186567164179104,-0.2477611940298507,0.0139275766016713,-0.1712328767123287,0.4328358208955223,0.3395522388059701,0.2276119402985074
207B_20210821,207B,518.0,224.0,20210821,08/21/2021,Oat,Fallow,1,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0760869565217391,-0.0331521739130434,0.056,0.0633802816901408,0.3342391304347826,0.358695652173913,0.3070652173913043
207B_20210821,207B,1037.0,114.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1217391304347826,0.0391304347826086,0.0886075949367088,0.1195652173913043,0.3260869565217391,0.3739130434782609,0.3
207B_20210821,207B,36.0,1233.0,20210821,08/21/2021,Oat,Fallow,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1655052264808361,0.0930313588850172,0.1191969887076537,0.136,0.3292682926829268,0.3885017421602787,0.2822299651567944
207B_20210821,207B,625.0,497.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1949152542372881,0.130508474576271,0.1393939393939394,0.1481481481481481,0.3305084745762712,0.3983050847457627,0.2711864406779661
207B_20210821,207B,293.0,578.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0229226361031518,-0.2057306590257879,0.017094017094017,-0.1329479768786127,0.4068767908309456,0.3409742120343839,0.2521489971346705
207B_20210821,207B,273.0,424.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0213903743315507,-0.2192513368983955,-0.0161290322580645,-0.12,0.374331550802139,0.3262032085561497,0.2994652406417112
207B_20210821,207B,813.0,4.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.44375,0.3475000000000002,0.2995780590717299,0.0873015873015873,0.4125,0.48125,0.10625
207B_20210821,207B,704.0,569.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0473372781065088,-0.0840236686390532,0.0350877192982456,0.0153846153846153,0.3431952662721893,0.3491124260355029,0.3076923076923077
207B_20210821,207B,203.0,516.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.2136752136752137,0.1435897435897437,0.152129817444219,0.1345029239766081,0.339031339031339,0.4045584045584046,0.2564102564102564
207B_20210821,207B,1181.0,1274.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0.0531177829099306,-0.100230946882217,0.0393162393162393,-0.0218579234972677,0.3602771362586605,0.3510392609699769,0.2886836027713625
207B_20210821,207B,97.0,252.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0.0390763765541741,-0.1740674955595024,0.0290237467018469,-0.1083032490974729,0.3996447602131439,0.3463587921847247,0.2539964476021314
207B_20210821,207B,684.0,746.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0244755244755244,-0.2671328671328671,-0.0184696569920844,-0.1742424242424242,0.4055944055944055,0.3251748251748251,0.2692307692307692
207B_20210821,207B,566.0,459.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0.041564792176039,-0.134963325183374,0.0308529945553539,-0.0607734806629834,0.3740831295843521,0.3471882640586797,0.2787286063569682
207B_20210821,207B,205.0,62.0,20210821,08/21/2021,Oat,Fallow,0,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0.2782608695652173,0.1808695652173912,0.1951219512195122,0.0869565217391304,0.3739130434782609,0.4260869565217391,0.2
207B_20210821,207B,507.0,711.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0212355212355211,-0.2057915057915056,-0.0160116448326055,-0.101010101010101,0.3648648648648648,0.3262548262548262,0.3088803088803089
207B_20210821,207B,1274.0,890.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.0843373493975903,-0.3694779116465862,-0.0646153846153846,-0.2566371681415929,0.4216867469879518,0.3052208835341365,0.2730923694779116
207B_20210821,207B,335.0,1210.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0.0281899109792285,-0.1130563798219583,0.0209944751381215,-0.0078740157480314,0.3456973293768546,0.3427299703264095,0.3115727002967359
207B_20210821,207B,1287.0,1042.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0.0406249999999999,-0.1593750000000001,0.0301624129930394,-0.0921052631578947,0.390625,0.346875,0.2625
207B_20210821,207B,488.0,478.0,20210821,08/21/2021,Oat,Fallow,1,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.04,-0.3413333333333332,0.0297029702970297,-0.2363636363636363,0.52,0.3466666666666667,0.1333333333333333
207B_20210821,207B,740.0,248.0,20210821,08/21/2021,Oat,Fallow,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1322580645161291,0.030967741935484,0.0960187353629976,0.0808823529411764,0.3419354838709677,0.3774193548387097,0.2806451612903226
207B_20210821,207B,813.0,1254.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0941176470588234,-0.0188235294117648,0.0689655172413793,0.0571428571428571,0.3411764705882353,0.3647058823529411,0.2941176470588235
207B_20210821,207B,423.0,942.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0080160320641282,-0.1907815631262524,-0.0060240963855421,-0.0913705583756345,0.3667334669338677,0.3306613226452906,0.3026052104208417
207B_20210821,207B,884.0,1023.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0.0224719101123595,-0.1322097378277152,0.0167597765363128,-0.0336538461538461,0.3539325842696629,0.3408239700374532,0.3052434456928839
207B_20210821,207B,244.0,483.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,1,0,0,0,1,1,0,1,0,0,0,0,0.0566615620214394,-0.0885145482388974,0.0419026047565118,-0.007380073800738,0.3552833078101072,0.3522205206738131,0.2924961715160796
207B_20210821,207B,779.0,450.0,20210821,08/21/2021,Oat,Fallow,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0.0368663594470045,-0.2368663594470046,0.0273972602739726,-0.168,0.4423963133640553,0.3456221198156682,0.2119815668202765
107B_20210821,107B,109.0,1162.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0.0,-0.1695090439276484,0.0,-0.0671140939597315,0.359173126614987,0.3333333333333333,0.3074935400516795
107B_20210821,107B,1162.0,784.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.029940119760479,-0.1900199600798403,-0.0226244343891402,-0.0650887573964497,0.3453093812375249,0.3233532934131736,0.3313373253493014
107B_20210821,107B,1047.0,443.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0409207161125319,-0.2117647058823529,-0.0310077519379844,-0.0902255639097744,0.3503836317135549,0.319693094629156,0.329923273657289
107B_20210821,107B,921.0,134.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0182815356489945,-0.1645338208409505,-0.0137741046831955,-0.0331491712707182,0.3382084095063985,0.3272394881170018,0.3345521023765996
107B_20210821,107B,317.0,441.0,20210821,08/21/2021,Oat,Post,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0095602294455067,-0.1036328871892925,0.0071530758226037,0.0484848484848484,0.3212237093690248,0.3365200764818356,0.3422562141491396
107B_20210821,107B,440.0,1163.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.016042780748663,-0.1746880570409981,-0.0120805369127516,-0.0558375634517766,0.3475935828877005,0.3279857397504456,0.3244206773618538
107B_20210821,107B,192.0,912.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0.0189445196211096,-0.1244925575101488,0.0141414141414141,-0.0146520146520146,0.3450608930987821,0.3396481732070365,0.3152909336941813
107B_20210821,107B,561.0,1001.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0076923076923077,-0.1543589743589743,-0.0057803468208092,-0.0298507462686567,0.341025641025641,0.3307692307692307,0.3282051282051282
107B_20210821,107B,536.0,1188.0,20210821,08/21/2021,Oat,Post,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0.2780269058295963,0.2394618834080716,0.1949685534591195,0.1826086956521739,0.3318385650224215,0.4260089686098655,0.242152466367713
107B_20210821,107B,943.0,467.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0538461538461538,-0.276923076923077,-0.0409356725146198,-0.173076923076923,0.3846153846153846,0.3153846153846154,0.3
107B_20210821,107B,1012.0,244.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0026917900403768,-0.1356662180349933,-0.002020202020202,0.0,0.332436069986541,0.332436069986541,0.3351278600269179
107B_20210821,107B,1179.0,361.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,-0.1979487179487178,0.0,-0.108433734939759,0.3794871794871794,0.3333333333333333,0.2871794871794871
107B_20210821,107B,603.0,146.0,20210821,08/21/2021,Oat,Post,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0113895216400911,-0.1170842824601368,0.0085178875638841,0.0134228187919463,0.3325740318906606,0.337129840546697,0.3302961275626423
107B_20210821,107B,1032.0,864.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0.0083333333333333,-0.13,0.0062370062370062,-0.0079365079365079,0.3388888888888889,0.3361111111111111,0.325
107B_20210821,107B,1261.0,925.0,20210821,08/21/2021,Oat,Post,1,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0231788079470199,-0.1039735099337747,0.0172839506172839,0.0188679245283018,0.3344370860927152,0.3410596026490066,0.3245033112582781
107B_20210821,107B,65.0,976.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0214285714285714,-0.1852380952380951,-0.0161579892280071,-0.0675675675675675,0.35,0.3261904761904762,0.3238095238095238
107B_20210821,107B,1086.0,888.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0330578512396694,-0.2244628099173555,-0.025,-0.1179039301310043,0.3669421487603306,0.3223140495867768,0.3107438016528925
107B_20210821,107B,1261.0,588.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.0516129032258064,-0.2503225806451614,-0.0392156862745098,-0.1403508771929824,0.3677419354838709,0.3161290322580645,0.3161290322580645
107B_20210821,107B,171.0,949.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,1,0,1,0,1,0,0,0.0591836734693878,-0.1191836734693876,0.0437405731523378,-0.0570175438596491,0.3795918367346939,0.3530612244897959,0.2673469387755102
107B_20210821,107B,979.0,1105.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0204081632653062,-0.1541950113378685,-0.0153846153846153,-0.0072992700729927,0.3287981859410431,0.3265306122448979,0.3446712018140589
107B_20210821,107B,1044.0,1287.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0565217391304347,-0.0721739130434782,0.0418006430868167,0.0222222222222222,0.3434782608695652,0.3521739130434783,0.3043478260869565
107B_20210821,107B,751.0,371.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0264150943396226,-0.1932075471698112,-0.0199430199430199,-0.075268817204301,0.350943396226415,0.3245283018867924,0.3245283018867924
107B_20210821,107B,530.0,528.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0255474452554744,-0.1861313868613138,-0.0192837465564738,-0.0638297872340425,0.3467153284671533,0.3248175182481752,0.3284671532846715
107B_20210821,107B,97.0,717.0,20210821,08/21/2021,Oat,Post,1,1,1,1,1,0,0,0,0,1,0,1,0,0,0,0,0.0028818443804034,-0.2195965417867435,0.0021598272138228,-0.1366459627329192,0.3976945244956772,0.3342939481268011,0.2680115273775216
107B_20210821,107B,1034.0,586.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,1,0,1,1,1,1,0,0.0140845070422535,-0.0718309859154929,0.0105263157894736,0.125,0.3028169014084507,0.3380281690140845,0.3591549295774648
107B_20210821,107B,81.0,281.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0133843212237093,-0.1797323135755257,-0.0100719424460431,-0.0680628272251308,0.3537284894837476,0.3288718929254302,0.3173996175908222
107B_20210821,107B,304.0,778.0,20210821,08/21/2021,Oat,Post,1,1,1,1,1,0,0,0,1,0,0,0,1,0,0,0,-0.0043103448275861,-0.1310344827586204,-0.0032362459546925,0.0135135135135135,0.3275862068965517,0.3318965517241379,0.3405172413793103
107B_20210821,107B,1135.0,358.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0018484288354898,-0.1478743068391866,-0.001386962552011,-0.0264550264550264,0.3419593345656192,0.33271719038817,0.3253234750462107
107B_20210821,107B,216.0,962.0,20210821,08/21/2021,Oat,Post,1,1,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.0824742268041237,0.0355670103092782,0.0606060606060606,0.2288135593220339,0.2912371134020619,0.3608247422680412,0.3479381443298969
107B_20210821,107B,835.0,372.0,20210821,08/21/2021,Oat,Post,0,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,-0.0481927710843373,-0.2088353413654619,-0.0365853658536585,-0.0759493670886076,0.3413654618473896,0.3172690763052209,0.3413654618473896
104B_20210821,104B,1087.0,747.0,20210821,08/21/2021,Oat,Post,0,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,0.1341463414634146,0.0853658536585367,0.0973451327433628,0.2,0.3048780487804878,0.3780487804878049,0.3170731707317073
