Image,Plot,Date,Variety,Cover,Vegetation_Fraction,Green_Avg_Vegetation,EXG_Avg_Vegetation,EXGR_Avg_Vegetation,GLI_Avg_Vegetation,VARI_Avg_Vegetation
301C_20210821,301C,20210821,Oat,Under,0.25377047085374793,0.4087259335747459,0.22617780072423743,0.18358187039234117,0.15545099340393692,0.18250532220049082
302A_20210821,302A,20210821,Oat,Post,0.22948333397631265,0.4058227209281495,0.21746816278444955,0.15911173001464524,0.14993453120269618,0.1563824838660894
302B_20210821,302B,20210821,Oat,Fallow,0.34397665020639634,0.4206965464845964,0.2620896394537891,0.20708316464170134,0.17811416721875567,0.14987669318266983
302C_20210821,302C,20210821,Oat,Under,0.2226874445430346,0.413287438973778,0.23986231692133453,0.19360357123986902,0.16449899299902498,0.1738154453197555
303A_20210821,303A,20210821,Soy,Post,0.053443636433779564,0.4092413510935699,0.22772405328070938,0.16530095836990155,0.15827050376810037,0.15292359693695765
303B_20210821,303B,20210821,Soy,Fallow,0.11142871609891594,0.4140919409712329,0.2422758229136997,0.16956134252334557,0.1682824357637842,0.12513226249312934
303C_20210821,303C,20210821,Soy,Under,0.2929393638362717,0.41116282168916174,0.23348846506748652,0.209291621625627,0.15894506363769534,0.21901827067741028
304A_20210821,304A,20210821,Oat,Post,0.08779982928899348,0.39837602574651393,0.19512807723954165,0.13354879367169264,0.13507858681679133,0.15259072166925433
304B_20210821,304B,20210821,Oat,Fallow,0.14393373133752557,0.39112355665444565,0.17337066996333708,0.10166163605603902,0.12340416121844691,0.13776716864429198
304C_20210821,304C,20210821,Oat,Under,0.19080451178581073,0.3972742657953751,0.19182279738612615,0.15130547871681885,0.13279517767717663,0.19954536341273058
305A_20210821,305A,20210821,Oat,Post,0.05407415801859496,0.4033050929615113,0.2099152788845327,0.15516989716800245,0.1421459581529898,0.16323091244277055
305B_20210821,305B,20210821,Oat,Fallow,0.22397681898846494,0.4055089603477197,0.21652688104315937,0.1710488615431894,0.14840783815802655,0.1774059678074739
305C_20210821,305C,20210821,Oat,Under,0.1939999180201381,0.4089192298032634,0.2267576894097906,0.18429979086695134,0.15735519525873984,0.19130156689780453
306A_20210821,306A,20210821,Oat,Post,0.02382057501639597,0.3916525844231032,0.17495775326930915,0.1456497059322061,0.11918326552725592,0.22185348938173613
306B_20210821,306B,20210821,Oat,Fallow,0.03043200976042591,0.3990586044466386,0.19717581333991588,0.16368200879075484,0.1331743451205353,0.20548280242505043
306C_20210821,306C,20210821,Oat,Under,0.07276315535666063,0.4069622237346001,0.2208866712038002,0.1854912247914964,0.15077134809542153,0.20562820829202186
307A_20210821,307A,20210821,Oat,Post,0.05846068342270746,0.3972659019393006,0.19179770581790187,0.14966931433527036,0.13100701580826107,0.19316884054679026
307B_20210821,307B,20210821,Oat,Fallow,0.03758776667566838,0.3906639911082814,0.17199197332484412,0.13745881182904543,0.1190662814038004,0.21896589869913555
307C_20210821,307C,20210821,Oat,Under,0.11416358840322519,0.3908374386088254,0.17251231582647608,0.13526108121787814,0.12177177702342186,0.2167829510663233
308A_20210821,308A,20210821,Oat,Post,0.07215915666833841,0.392204155375461,0.17661246612638307,0.1350364095720564,0.12192035583937451,0.19272300806451137
308B_20210821,308B,20210821,Oat,Fallow,0.1585978791327495,0.39009434064488774,0.17028302193466263,0.14135629407936529,0.11965374401243889,0.23436379639236632
308C_20210821,308C,20210821,Oat,Under,0.10321204332394583,0.3839116515926273,0.15173495477788254,0.13056046816161426,0.10732590033409231,0.2681850395664246
309A_20210821,309A,20210821,Oat,Post,0.06309194282627985,0.39287704917940686,0.17863114753822062,0.1259395798962365,0.12425864070003767,0.18182918950831634
309B_20210821,309B,20210821,Oat,Fallow,0.13878949500405077,0.3900159695918529,0.17004790877555903,0.12762962945090697,0.12003463916522898,0.21262210981340612
309C_20210821,309C,20210821,Oat,Under,0.12431100748427916,0.3942487023843888,0.18274610715316703,0.14034270838130788,0.12818863545973214,0.20719368633639645
310A_20210821,310A,20210821,Oat,Post,0.039797606188032866,0.3836877757036527,0.1510633271109577,0.12639037858388516,0.10497227890373585,0.2634322377464699
310B_20210821,310B,20210821,Oat,Fallow,0.12584391034296516,0.3834816180748211,0.1504448542244631,0.12418370220141386,0.10651780219783424,0.26996280986940757
310C_20210821,310C,20210821,Oat,Under,0.1620585143320088,0.3885492247655229,0.1656476742965696,0.14572212467884577,0.11626833070307611,0.27297070303494564
401A_20210821,401A,20210821,Oat,Under,0.08687032232552756,0.37969827834009423,0.13909483502028197,0.1324088254334627,0.09845071056657571,0.3451169209916173
401B_20210821,401B,20210821,Oat,Fallow,0.02802204293815825,0.3890052385915754,0.16701571577472618,0.1495049517602276,0.1143253439077244,0.28155686344430825
401C_20210821,401C,20210821,Oat,Post,0.047016053585895605,0.3864620008023111,0.15938600240693324,0.13713717051358928,0.11140251762859235,0.2654765091626489
402A_20210821,402A,20210821,Oat,Under,0.17199194186181088,0.4053646192266199,0.2160938576798599,0.15179569455029313,0.1526770261692238,0.16137176184077354
402B_20210821,402B,20210821,Oat,Fallow,0.10163875332741792,0.4177608501879176,0.25328255056375376,0.15992618478472828,0.1733541127890289,0.10548760960897692
402C_20210821,402C,20210821,Oat,Post,0.02730230797422939,0.4057793506979661,0.2173380520938987,0.1830643808545564,0.14650807911232655,0.20012215893538632
403A_20210821,403A,20210821,Oat,Under,0.09993164326221982,0.38627215227981093,0.15881645683943285,0.11757798965818955,0.11301802634417082,0.21771463269393038
403B_20210821,403B,20210821,Oat,Fallow,0.028362621040854904,0.40775902739746533,0.22327708219239586,0.1877236114982581,0.15067909274937513,0.2035869791097764
403C_20210821,403C,20210821,Oat,Post,0.06299187917132827,0.4107089423809214,0.2321268271427655,0.17032095835784714,0.1581715399807931,0.14820450865750148
404A_20210821,404A,20210821,Soy,Under,0.15395757783264535,0.3999381781688455,0.1998145345065367,0.14928610763582106,0.13913891012138674,0.17813592182132576
404B_20210821,404B,20210821,Soy,Fallow,0.0958025105127117,0.4075713638387924,0.2227140915163768,0.1476384974632949,0.1559606102099675,0.12623047751336658
404C_20210821,404C,20210821,Soy,Post,0.044388478453763355,0.413996761115758,0.2419902833472741,0.17558273653297443,0.16587541626774877,0.1454980502254461
405A_20210821,405A,20210821,Oat,Under,0.16717562497588828,0.4097551044079268,0.22926531322378038,0.18291471681122423,0.15959732879725608,0.18935289250674633
405B_20210821,405B,20210821,Oat,Fallow,0.042364299216851205,0.41400203362065485,0.24200610086196445,0.16274049935406343,0.1646324539549764,0.12005977652072643
405C_20210821,405C,20210821,Oat,Post,0.04815111299718375,0.4250329760086675,0.2750989280260026,0.17552448288260156,0.18655307852429784,0.08700720419695847
406A_20210821,406A,20210821,Oat,Under,0.16457698391265768,0.3984472171957701,0.1953416515873104,0.1717776185737286,0.13624768386498481,0.24366952094982303
406B_20210821,406B,20210821,Oat,Fallow,0.04672550731067474,0.4057172752739963,0.21715182582198814,0.15910808648154662,0.1482675432751673,0.15986650620255144
406C_20210821,406C,20210821,Oat,Post,0.03410965047644767,0.40262093550076233,0.20786280650228675,0.13941792894152094,0.14316488576079595,0.14658101901997062
407A_20210821,407A,20210821,Oat,Under,0.21318079452953204,0.40366961310182675,0.21100883930548037,0.17134831532106018,0.14659666997948737,0.2019695812929511
407B_20210821,407B,20210821,Oat,Fallow,0.1459741859881949,0.4158798569246683,0.24763957077400475,0.18764331457900288,0.1697894905789305,0.15194838605046493
407C_20210821,407C,20210821,Oat,Post,0.12880362447436441,0.4156014524623728,0.24680435738711787,0.15023048689476223,0.16937725827726532,0.09096479137401563
408A_20210821,408A,20210821,Oat,Under,0.08936769414760233,0.4010007280027894,0.20300218400836853,0.16922102779994605,0.1404023514646997,0.2172727369181597
408B_20210821,408B,20210821,Oat,Fallow,0.04439571197098877,0.4183992812408578,0.25519784372257387,0.17129469203244313,0.1729306089581365,0.11369806634891898
408C_20210821,408C,20210821,Oat,Post,0.02364877898229235,0.41744088727896567,0.25232266183689694,0.19666735311250735,0.16826200308690278,0.15396042704604532
409A_20210821,409A,20210821,Oat,Under,0.2772757850777362,0.4259979365785993,0.27799380973579835,0.20212906965509508,0.19064907361073702,0.131713216433638
409B_20210821,409B,20210821,Oat,Fallow,0.17328613865205816,0.4174520994194448,0.25235629825833417,0.17550580320643105,0.17336447418748194,0.12435907998307705
409C_20210821,409C,20210821,Oat,Post,0.15539222541568612,0.41999558068273546,0.25998674204820604,0.1830199968885552,0.1777801668932414,0.1210408229383947
410A_20210821,410A,20210821,Oat,Under,0.17624042764553838,0.40749646642827636,0.2224893992848292,0.15783415352497795,0.15434912944908696,0.15447121909871891
410B_20210821,410B,20210821,Oat,Fallow,0.22604681050113806,0.4179330891480302,0.2537992674440904,0.15797208172972765,0.17690277845183194,0.09974628196969204
410C_20210821,410C,20210821,Oat,Post,0.09167518614250994,0.4138533800315839,0.24156014009475144,0.15314090894620408,0.16553862807905206,0.10797890881010581
101A_20210909,101A,20210909,Oat,Fallow,0.21723457814127542,0.42731038988267117,0.2819311696480138,0.21498838947389695,0.18931280818819904,0.12472699516684066
101B_20210909,101B,20210909,Oat,Post,0.11854649704872497,0.4441904719931696,0.33257141597950857,0.3131561289410778,0.21721635531991518,0.1903559398900258
101C_20210909,101C,20210909,Oat,Under,0.42483170016588867,0.4611318342316705,0.3833955026950107,0.3826208370314607,0.25336654859053764,0.21291279900073282
102A_20210909,102A,20210909,Oat,Fallow,0.13862734365958104,0.43229217466945985,0.29687652400837933,0.22743311898893023,0.19741383174831753,0.11864584940946893
102B_20210909,102B,20210909,Oat,Post,0.09295612148451063,0.4284036536443596,0.2852109609330793,0.22538142513736265,0.1904561313646394,0.13485267578758214
102C_20210909,102C,20210909,Oat,Under,0.3251056093514911,0.45771740419692925,0.37315221259078735,0.3640211869441871,0.24672584875634315,0.20054103244235064
103A_20210909,103A,20210909,Oat,Fallow,0.19465394853593612,0.42536251895758675,0.2760875568727601,0.20925545870164047,0.18637543273891072,0.12894268220282298
103B_20210909,103B,20210909,Oat,Post,0.10275753732494888,0.4299389053593714,0.28981671607811293,0.23612349573568767,0.192903904817019,0.14456416890125903
103C_20210909,103C,20210909,Oat,Under,0.27036476216195365,0.4475309400224208,0.3425928200672625,0.3170694834577841,0.22791063445693896,0.18059795360078143
104A_20210909,104A,20210909,Oat,Fallow,0.08610115832722504,0.42795823258752624,0.28387469776257795,0.20761441298631084,0.18998602892031174,0.11276781132551139
104B_20210909,104B,20210909,Oat,Post,0.07708337351954014,0.4327809839050409,0.29834295171512254,0.22982829876072858,0.2000317832312922,0.1214371105340524
104C_20210909,104C,20210909,Oat,Under,0.4222903244473593,0.46710060577882784,0.4013018173364834,0.4161798727109941,0.2627864261077413,0.23315793319275988
105A_20210909,105A,20210909,Oat,Fallow,0.08348624185023726,0.43614974710494087,0.3084492413148235,0.2460959672023428,0.20391772640685432,0.12921815566100292
105B_20210909,105B,20210909,Oat,Post,0.0749356216966938,0.43246130046551023,0.2973839013965315,0.21730820948350033,0.19802975169096004,0.10665797953947409
105C_20210909,105C,20210909,Oat,Under,0.41849996142124146,0.46562713308985143,0.3968813992695541,0.4066843810595724,0.2607489588026593,0.2254992735030892
106A_20210909,106A,20210909,Soy,Fallow,0.08356520774661472,0.41646740573164526,0.24940221719493597,0.2053951960777139,0.16789230517985015,0.1870373932514006
106B_20210909,106B,20210909,Soy,Post,0.10373406215038,0.42863809563990013,0.28591428691970044,0.24081682616507522,0.19118752857778964,0.16509811633779506
106C_20210909,106C,20210909,Soy,Under,0.2543817030592955,0.44188777661881795,0.32566332985645335,0.28559926885375697,0.21651811696163573,0.16182656701397058
107A_20210909,107A,20210909,Oat,Fallow,0.08369480826357008,0.42397480274555244,0.2719244082366577,0.19538301900561658,0.18276373654533154,0.11313867848706757
107B_20210909,107B,20210909,Oat,Post,0.14665956174530304,0.42415818387371806,0.27247455162115436,0.19684158762622914,0.18448710080072186,0.11405167582759508
107C_20210909,107C,20210909,Oat,Under,0.33151751957871994,0.44347759111608026,0.3304327733482405,0.2926168941002441,0.22111783224123147,0.16345500219077377
108A_20210909,108A,20210909,Oat,Fallow,0.16843305138690637,0.4212317823283672,0.2636953469851021,0.18341886156713075,0.17878499815676543,0.10776073347069318
108B_20210909,108B,20210909,Oat,Post,0.13897455248640098,0.41916627038227383,0.2574988111468215,0.1746714060484883,0.17520366421734476,0.10507291824481614
108C_20210909,108C,20210909,Oat,Under,0.3209336782917326,0.4474145627430956,0.34224368822928636,0.3141316722666024,0.2277170832049193,0.1767875483022444
109A_20210909,109A,20210909,Oat,Fallow,0.0722091884958142,0.4233255834167878,0.2699767502503633,0.19440678136806813,0.18180062878019895,0.11462015730746306
109B_20210909,109B,20210909,Oat,Post,0.14479572547355427,0.42013269150661126,0.2603980745198338,0.18358316756290755,0.17708103631391142,0.11346963147925988
109C_20210909,109C,20210909,Oat,Under,0.4333618253539601,0.44863023475588054,0.34589070426764207,0.32920594979914986,0.23083317182762697,0.19576153974930718
110A_20210909,110A,20210909,Oat,Fallow,0.0721386617028664,0.42206535049855703,0.266196051495671,0.19758206111558382,0.17960072308733815,0.12687890701436402
110B_20210909,110B,20210909,Oat,Post,0.1751578112341345,0.44264222469418546,0.3279266740825567,0.2907638010244319,0.21833658552281776,0.16377884995543204
110C_20210909,110C,20210909,Oat,Under,0.4056399733806566,0.4568527521743024,0.3705582565229068,0.3595867227592658,0.24574049624698213,0.19797858086123246
201A_20210909,201A,20210909,Oat,Under,0.4800698516646734,0.46536881216699955,0.39610643650099936,0.39055423558350055,0.26169406921541444,0.2023170732949143
201B_20210909,201B,20210909,Oat,Fallow,0.11124004185795301,0.44487100580839406,0.3346130174251811,0.3018847210505932,0.22030683683615335,0.1670429547175404
201C_20210909,201C,20210909,Oat,Post,0.12149716928359246,0.4323400441213666,0.29702013236410096,0.23332963249462185,0.19994049010259082,0.13067397638746553
202A_20210909,202A,20210909,Oat,Under,0.6578534296516338,0.47469286425991297,0.4240785927797392,0.4364896059176383,0.2787548806060912,0.2253692003367983
202B_20210909,202B,20210909,Oat,Fallow,0.09203203965896377,0.42880348100806953,0.28641044302420965,0.23123718100584545,0.1922033364862062,0.1454132778667802
202C_20210909,202C,20210909,Oat,Post,0.20922707457274026,0.44975481051497096,0.3492644315449114,0.32986787146401236,0.23188516771103285,0.19022334569475552
203A_20210909,203A,20210909,Soy,Under,0.36617752015740135,0.4484189886762832,0.34525696602884975,0.3040270509602248,0.22919777055270013,0.1543302637931931
203B_20210909,203B,20210909,Soy,Fallow,0.04255659021642683,0.43028706783778686,0.29086120351336003,0.21517707434263553,0.194391199547838,0.11714101861534619
203C_20210909,203C,20210909,Soy,Post,0.07441721962887235,0.42485489161276313,0.27456467483828906,0.1916998795015549,0.1857997406987591,0.10436966874356168
204A_20210909,204A,20210909,Oat,Under,0.48946438216118204,0.455612487968687,0.3668374639060621,0.34410821306867645,0.24502929879171648,0.18425747893949368
204B_20210909,204B,20210909,Oat,Fallow,0.07618280062497589,0.4253739896322441,0.27612196889673163,0.17961600354542542,0.18642307027816757,0.08645129850810827
204C_20210909,204C,20210909,Oat,Post,0.14321037961498398,0.43120394187688854,0.2936118256306653,0.22657351965136374,0.19857439477137728,0.12761066570934065
205A_20210909,205A,20210909,Oat,Under,0.24722835731646156,0.43800097840003677,0.3140029352001097,0.26282729305888863,0.212261535774558,0.14828410845665557
205B_20210909,205B,20210909,Oat,Fallow,0.13346442073994058,0.4279964935480526,0.28398948064415763,0.21179872673190145,0.1923123663201619,0.11900354270290607
205C_20210909,205C,20210909,Oat,Post,0.07084627329192547,0.42618033486760465,0.27854100460281384,0.1996242068189557,0.1881367854019191,0.11026714306200684
206A_20210909,206A,20210909,Oat,Under,0.5647809690984145,0.45580286537340087,0.3674085961202029,0.3591300481364292,0.24440878309119657,0.2055046773035713
206B_20210909,206B,20210909,Oat,Fallow,0.08420718240037035,0.42145642003413925,0.2643692601024177,0.1691947552159136,0.1796139066678234,0.08777078970920142
206C_20210909,206C,20210909,Oat,Post,0.08064829192546584,0.42527764020773823,0.2758329206232143,0.1973210928416519,0.18657006872775495,0.11166024607380615
207A_20210909,207A,20210909,Oat,Under,0.3464474991319779,0.44463184079203216,0.3338955223760964,0.3073512157553174,0.22490009200082595,0.18547076189913003
207B_20210909,207B,20210909,Oat,Fallow,0.13813003935033372,0.4206610630718986,0.2619831892156964,0.18657497008234114,0.17817440250738517,0.11644513292065944
207C_20210909,207C,20210909,Oat,Post,0.10232292349832182,0.4265763110925042,0.2797289332775124,0.20218699148213654,0.18974929749656524,0.10974291575064274
208A_20210909,208A,20210909,Oat,Under,0.34063235407584586,0.4544145641753233,0.36324369252597005,0.3502140609813238,0.24270866425249088,0.19923687798567552
208B_20210909,208B,20210909,Oat,Fallow,0.07097466822267659,0.4400614800510046,0.3201844401530143,0.2666724041081422,0.21334204527145664,0.14053301964552253
208C_20210909,208C,20210909,Oat,Post,0.12553528027468075,0.4296130246513289,0.28883907395398667,0.22287477786332763,0.1949806643798683,0.12635396777566898
209A_20210909,209A,20210909,Oat,Under,0.5121294028008179,0.4517808946548139,0.35534268396444196,0.3371821772632118,0.23717110642169784,0.19279903978547996
209B_20210909,209B,20210909,Oat,Fallow,0.471401686856217,0.43685918464984386,0.310577553949532,0.22553290961048694,0.2114773587429309,0.10028574814985183
209C_20210909,209C,20210909,Oat,Post,0.22445001157362757,0.4268216725907598,0.28046501777227917,0.19573476781921634,0.1909491138862072,0.10095932304390462
210A_20210909,210A,20210909,Oat,Under,0.395458797885884,0.4511438159972408,0.3534314479917219,0.34251093661707915,0.23614296511678343,0.20564849055137294
210B_20210909,210B,20210909,Oat,Fallow,0.13874187434898344,0.4186383487853961,0.25591504635618806,0.16751031161986044,0.1738548619069269,0.0972525575778989
210C_20210909,210C,20210909,Oat,Post,0.08009975020253848,0.4229357223374357,0.268807167012307,0.2069218228586018,0.18005499374890613,0.13674487929188126
301A_20210909,301A,20210909,Oat,Post,0.1522028471123799,0.44027394534005754,0.32082183602017245,0.27580718449228026,0.21219281064555037,0.15124322791099978
301B_20210909,301B,20210909,Oat,Fallow,0.13073678195285676,0.4297343622078833,0.28920308662365013,0.2118078199035639,0.19323869094466026,0.10726964816197147
301C_20210909,301C,20210909,Oat,Under,0.5367263753327418,0.4675703189457836,0.40271095683735064,0.40890123681333934,0.26425666959711847,0.21800949593788732
302A_20210909,302A,20210909,Oat,Post,0.1174873895683037,0.43860615464647146,0.3158184639394143,0.2636027072010543,0.2091474976826371,0.14118518814402403
302B_20210909,302B,20210909,Oat,Fallow,0.08423611646927202,0.4180809662634067,0.25424289879021883,0.1732119216535055,0.17165236158846237,0.10919944021854261
302C_20210909,302C,20210909,Oat,Under,0.5065553749855329,0.4693867069635698,0.4081601208907097,0.41717887491884575,0.2677295702227646,0.22125104847140573
303A_20210909,303A,20210909,Soy,Post,0.09892196481617221,0.4270909627925057,0.28127288837751707,0.219712835730176,0.18903907339063197,0.13859166718888583
303B_20210909,303B,20210909,Soy,Fallow,0.23419898441418155,0.4344987871737453,0.30349636152123544,0.2657171761195116,0.20369755395724629,0.17538932780187363
303C_20210909,303C,20210909,Soy,Under,0.5152193202422746,0.46825629506015515,0.4047688851804661,0.41070598493744687,0.26219319677728653,0.2107159430231646
304A_20210909,304A,20210909,Oat,Post,0.12873671444002932,0.4446709157634632,0.33401274729038916,0.28355438418252144,0.22084512797926997,0.14202144199626038
304B_20210909,304B,20210909,Oat,Fallow,0.13990526503607115,0.4349347199202644,0.30480415976079234,0.2448894836872085,0.2035776365627882,0.13218059087676437
304C_20210909,304C,20210909,Oat,Under,0.47942667142471357,0.4671385694222896,0.4014157082668683,0.40749482696850914,0.2634363671754835,0.21407051054570403
305A_20210909,305A,20210909,Oat,Post,0.11371691871455576,0.447404229783599,0.34221268935079635,0.2969787747509842,0.2249627141904748,0.1477739885869922
305B_20210909,305B,20210909,Oat,Fallow,0.10549421800856448,0.4428992510854541,0.328697753256362,0.28089808313417247,0.21600317702347696,0.1447911844611236
305C_20210909,305C,20210909,Oat,Under,0.48164374445430347,0.4873837428513012,0.4621512285539033,0.5031903755938436,0.29876048872989613,0.25817659875670956
306A_20210909,306A,20210909,Oat,Post,0.05959333166158713,0.4378093676867321,0.31342810306019653,0.2492066072730185,0.20749841775840439,0.12488445183412779
306B_20210909,306B,20210909,Oat,Fallow,0.07841132672350604,0.43770746881952693,0.31312240645858064,0.2528042356675765,0.20762573564187387,0.13212534083287866
306C_20210909,306C,20210909,Oat,Under,0.38710770224914165,0.4596361395302415,0.37890841859072355,0.3771109635711186,0.25042901972166115,0.21288725444842502
307A_20210909,307A,20210909,Oat,Post,0.09722691061301647,0.4339146850599393,0.3017440551798178,0.22902666048054907,0.20292991140518757,0.11487882147943562
307B_20210909,307B,20210909,Oat,Fallow,0.09937586802206705,0.432084374508684,0.29625312352605243,0.26042741642548367,0.1973779051392383,0.17491537170885216
307C_20210909,307C,20210909,Oat,Under,0.3438229379653563,0.4691640887232901,0.4074922661698703,0.4168180806162638,0.2684819630105961,0.22467084881688
308A_20210909,308A,20210909,Oat,Post,0.07197590756529455,0.4247675440468966,0.27430263214068945,0.19851419510545878,0.18516247120135707,0.11452763750065999
308B_20210909,308B,20210909,Oat,Fallow,0.17020285193472473,0.4191159466939674,0.25734784008190253,0.18342654261925567,0.17482229243370742,0.11773491780371531
308C_20210909,308C,20210909,Oat,Under,0.26225840052467114,0.446184635995227,0.3385539079856803,0.3166149914461028,0.22608273258841405,0.18995893603280162
309A_20210909,309A,20210909,Oat,Post,0.09156487500482234,0.4239579247061596,0.2718737741184791,0.1923445504059772,0.18371725413990866,0.10944551695448208
309B_20210909,309B,20210909,Oat,Fallow,0.18405684580070214,0.4202058111282607,0.2606174333847823,0.16455791032211714,0.17841155040761578,0.08802354784431157
309C_20210909,309C,20210909,Oat,Under,0.40513422996797965,0.4512340377134764,0.35370211314042854,0.324878036477387,0.23618427384602006,0.17498271206089702
310A_20210909,310A,20210909,Oat,Post,0.10783486362408858,0.4284142487004974,0.285242746101492,0.20374846640914357,0.1922066041353093,0.10427355276520978
310B_20210909,310B,20210909,Oat,Fallow,0.15288038655916053,0.42281912566678065,0.26845737700034183,0.17794647429701058,0.1827066910521718,0.09422432922514272
310C_20210909,310C,20210909,Oat,Under,0.4139434483623317,0.4541871772288571,0.36256153168657107,0.3608373932346161,0.2412630467086338,0.2196694957613618
401A_20210909,401A,20210909,Oat,Under,0.6296113672312025,0.4688352810568626,0.406505843170588,0.4236521538799237,0.2675858597251246,0.2386676138365304
401B_20210909,401B,20210909,Oat,Fallow,0.08303233864434242,0.43640252237140315,0.3092075671142092,0.23803104410127623,0.20598546813126897,0.11933760014626872
401C_20210909,401C,20210909,Oat,Post,0.06635486188804444,0.42623582161655243,0.27870746484965636,0.22308029709135124,0.18644347991160123,0.1476869604189507
402A_20210909,402A,20210909,Oat,Under,0.636981718490799,0.47389863297311513,0.421695898919344,0.4383471675457381,0.277130896720028,0.23478517752906586
402B_20210909,402B,20210909,Oat,Fallow,0.09181382855599707,0.4448854847135633,0.3346564541406901,0.29455099191939205,0.2214570193167368,0.15925620925433928
402C_20210909,402C,20210909,Oat,Post,0.07454862852513407,0.4341597886029183,0.3024793658087547,0.23699154172315212,0.20234572233011452,0.1255678171422706
403A_20210909,403A,20210909,Oat,Under,0.5288165242467497,0.4697428310045087,0.4092284930135254,0.4208592197936543,0.2703003675793636,0.22941823896569338
403B_20210909,403B,20210909,Oat,Fallow,0.05021447378573358,0.4629801532050085,0.38894045961502455,0.3851069960173854,0.25151551271354256,0.20045283673632494
403C_20210909,403C,20210909,Oat,Post,0.09333166158713013,0.43093140251782447,0.2927942075534728,0.22699551187111588,0.19689962865118907,0.12774168139199416
404A_20210909,404A,20210909,Soy,Under,0.4091072393040392,0.45092721960209825,0.3527816588062944,0.3169249412125272,0.2340892674007262,0.16111019015057845
404B_20210909,404B,20210909,Soy,Fallow,0.03318918540951352,0.4199582053934007,0.2598746161802017,0.19136988800824586,0.17397067775432323,0.12943350268080756
404C_20210909,404C,20210909,Soy,Post,0.07449196597353497,0.4313181872567149,0.29395456177014456,0.23609737975199208,0.19635502623152304,0.13944450975867964
405A_20210909,405A,20210909,Oat,Under,0.6944574379846457,0.46760636039488457,0.40281908118465426,0.4163538118813177,0.26561497684064234,0.23322773145434436
405B_20210909,405B,20210909,Oat,Fallow,0.06001287566066124,0.42823325379093535,0.2846997613728053,0.24850657106034973,0.18730462953573962,0.1766760664461813
405C_20210909,405C,20210909,Oat,Post,0.13735484742100998,0.435292480488401,0.30587744146520257,0.2662740016745665,0.20495902815189382,0.16607062176571002
406A_20210909,406A,20210909,Oat,Under,0.4193366382469812,0.46680085200340804,0.4004025560102226,0.3897235827606749,0.2651341380219261,0.19377712864264246
406B_20210909,406B,20210909,Oat,Fallow,0.1688164277998534,0.4532216726463767,0.3596650179391298,0.34897821789404027,0.23590186323730686,0.20045529644810448
406C_20210909,406C,20210909,Oat,Post,0.08843517321862582,0.42452920712883513,0.27358762138650544,0.20317403314914187,0.18687036225060544,0.12406627017149333
407A_20210909,407A,20210909,Oat,Under,0.5741616353535743,0.4548471128989314,0.36454133869679417,0.351836837509862,0.2435446266147901,0.1997824611586462
407B_20210909,407B,20210909,Oat,Fallow,0.10989219648161722,0.43241156334744013,0.2972346900423208,0.234812445179322,0.20035299197777706,0.13429523833028453
407C_20210909,407C,20210909,Oat,Post,0.11220812757995448,0.4286294682138991,0.2858884046416964,0.23338708856560575,0.19175312963543695,0.15006595784222426
408A_20210909,408A,20210909,Oat,Under,0.4653351770765017,0.4577309122078154,0.3731927366234459,0.3619138421416186,0.24891153945581074,0.20013704102680113
408B_20210909,408B,20210909,Oat,Fallow,0.17230659986111646,0.43871163058478146,0.31613489175434406,0.2798704307779603,0.211032472221799,0.1670741439517335
408C_20210909,408C,20210909,Oat,Post,0.12245078797114309,0.43437914004789047,0.303137420143671,0.25685432433821487,0.20343607098854202,0.1261704722348158
409A_20210909,409A,20210909,Oat,Under,0.5815910603371783,0.45555175064870973,0.3666552519461296,0.35405550736429203,0.24442550236493493,0.19923055614198293
409B_20210909,409B,20210909,Oat,Fallow,0.11563380077929092,0.41572940791165497,0.24718822373496374,0.1632004377686692,0.16969719125332533,0.10747090033058908
409C_20210909,409C,20210909,Oat,Post,0.07580123259133521,0.42280659604654375,0.26841978813963185,0.18221812718839758,0.18283665715722122,0.09966833951853407
410A_20210909,410A,20210909,Oat,Under,0.3892470149685583,0.4516860157013519,0.3550580471040559,0.3471854405978323,0.23730053432100834,0.2111321468722215
410B_20210909,410B,20210909,Oat,Fallow,0.0792118359631187,0.42668234806940686,0.2800470442082202,0.21873273045225042,0.18743941203985393,0.1348202521301957
410C_20210909,410C,20210909,Oat,Post,0.058172548319895066,0.429347284572646,0.28804185371793833,0.22216904406936658,0.1923425531136307,0.12403211826851954
101A_20210929,101A,20210929,Oat,Fallow,0.03175272944716639,0.40030312406393687,0.2009093721918101,0.12488851841536859,0.13984223003877963,0.12344887665481732
101B_20210929,101B,20210929,Oat,Post,0.13916382952046602,0.41649954714588294,0.24949864143764855,0.20301245761093015,0.17295162381836718,0.16948942979562898
101C_20210929,101C,20210929,Oat,Under,0.6523505314223988,0.44332923459965556,0.32998770379896647,0.3251568476019018,0.2243814294068206,0.22738523812618533
102A_20210929,102A,20210929,Oat,Fallow,0.05600852108329154,0.3969188918472787,0.1907566755418358,0.10888407067344755,0.1342273510570111,0.11596724440497244
102B_20210929,102B,20210929,Oat,Post,0.21559920045522935,0.4244590776736224,0.27337723302086625,0.21838210283940535,0.18905874547245344,0.15177851255889016
102C_20210929,102C,20210929,Oat,Under,0.7346625323097102,0.45681045870032355,0.3704313761009708,0.37690418351487137,0.2504356374368485,0.23678359858532066
