Image,Plot,Date_Index,Date,Variety,Cover,Mean_Green,EXG_Mean_Image,EXGR_Mean_Image,GLI_Mean_Image,VARI_Mean_Image,EXG_Local_Thresh,EXGR_Local_Thresh,GLI_Local_Thresh,VARI_Local_Thresh
201B_20210821,201B,20210821,8/21/2021,Oat,Fallow,123.225913,-0.061930819,-0.276015935,-0.051456184,-0.139424468,-0.326171875,-0.8285156249999999,-0.34765625,-0.333984375
201C_20210821,201C,20210821,8/21/2021,Oat,Post,124.8998031,-0.053115052,-0.249475548,-0.042851497,-0.118133542,-0.291015625,-0.7441406249999998,-0.32421875,4.32421875
202A_20210821,202A,20210821,8/21/2021,Oat,Under,124.2539013,0.086484194,-0.130535118,0.059303531,-0.066547349,-0.232421875,-0.7230468749999999,-0.26171875,-0.12109375
202B_20210821,202B,20210821,8/21/2021,Oat,Fallow,127.3304126,0.099226361,-0.12077709,0.0677079,-0.0731935,-0.232421875,-0.7441406249999998,-0.26953125,-0.2265625
202C_20210821,202C,20210821,8/21/2021,Oat,Post,128.9934808,0.059942478,-0.1518104,0.040729962,-0.082019048,-0.255859375,-0.7652343749999998,-0.29296875,-0.1875
203A_20210821,203A,20210821,8/21/2021,Soy,Under,120.7480916,-0.011693971,-0.211849118,-0.015291178,-0.105451509,0.013671875,-0.7441406249999998,-0.31640625,-0.330078125
203B_20210821,203B,20210821,8/21/2021,Soy,Fallow,121.0745709,-0.048682709,-0.282981017,-0.039778368,-0.163136465,-0.326171875,-0.8707031249999998,-0.35546875,-0.234375
203C_20210821,203C,20210821,8/21/2021,Soy,Post,125.4349032,-0.012074899,-0.219797089,-0.012568748,-0.113777722,-0.291015625,-0.8074218749999998,-0.32421875,-0.26953125
204A_20210821,204A,20210821,8/21/2021,Oat,Under,128.3967608,0.063193652,-0.103225447,0.042448351,-0.022093667,0.107421875,-0.0480468749999996,0.06640625,-0.1009114583333303
204B_20210821,204B,20210821,8/21/2021,Oat,Fallow,129.2971945,0.063365547,-0.146803312,0.043146338,-0.075896625,-0.255859375,-0.7441406249999998,-0.28515625,-0.138671875
204C_20210821,204C,20210821,8/21/2021,Oat,Post,135.2625694,0.037508017,-0.156765986,0.025589331,-0.072171771,0.107421875,-0.7441406249999998,-0.30078125,-0.115234375
205A_20210821,205A,20210821,8/21/2021,Oat,Under,132.5636622,0.087905523,-0.074900021,0.060251224,-0.013134617,0.482421875,-0.0058593749999997,0.08203125,-0.052734375
205B_20210821,205B,20210821,8/21/2021,Oat,Fallow,136.152934,0.053117419,-0.130018131,0.037135456,-0.052668222,0.095703125,-0.6175781249999998,0.05859375,-0.16796875
205C_20210821,205C,20210821,8/21/2021,Oat,Post,130.716331,0.027445304,-0.172154333,0.018143992,-0.082029701,-0.267578125,-0.7441406249999998,-0.29296875,-0.126953125
206A_20210821,206A,20210821,8/21/2021,Oat,Under,131.0085898,-0.02905422,-0.237868094,-0.026031357,-0.113386465,-0.267578125,-0.7652343749999998,-0.30859375,-0.21484375
206B_20210821,206B,20210821,8/21/2021,Oat,Fallow,129.2404463,-0.015815883,-0.219040477,-0.015044353,-0.105375285,-0.302734375,-0.8285156249999999,-0.33984375,-0.150390625
206C_20210821,206C,20210821,8/21/2021,Oat,Post,128.4365006,0.009285128,-0.195343746,0.004094559,-0.095345287,-0.291015625,-0.7863281249999998,-0.31640625,-0.18359375
207A_20210821,207A,20210821,8/21/2021,Oat,Under,135.8252123,-0.002168006,-0.196921173,-0.004749065,-0.085413265,-0.279296875,-0.7863281249999998,-0.31640625,-0.169921875
207B_20210821,207B,20210821,8/21/2021,Oat,Fallow,131.9882335,0.040905628,-0.152986998,0.026982068,-0.068302302,0.107421875,-0.7441406249999998,-0.30078125,-0.11328125
207C_20210821,207C,20210821,8/21/2021,Oat,Post,127.7272452,0.059587611,-0.138957577,0.040920937,-0.070593446,0.189453125,-0.7441406249999998,-0.28515625,-0.15234375
208A_20210821,208A,20210821,8/21/2021,Oat,Under,128.218697,-0.038048976,-0.228391774,-0.032430437,-0.095343591,-0.255859375,-0.6808593749999998,-0.29296875,-0.125
208B_20210821,208B,20210821,8/21/2021,Oat,Fallow,127.0750725,-0.036726692,-0.258680707,-0.0310611,-0.134211317,-0.302734375,-0.8285156249999999,-0.33203125,-0.375
208C_20210821,208C,20210821,8/21/2021,Oat,Post,122.22932,-0.043134576,-0.265890296,-0.036534481,-0.145595894,-0.302734375,-0.8285156249999999,-0.33984375,-0.37109375
209A_20210821,209A,20210821,8/21/2021,Oat,Under,127.3806536,0.05445665,-0.148152402,0.035798026,-0.06594057,0.095703125,-0.7652343749999998,-0.29296875,-0.267578125
209B_20210821,209B,20210821,8/21/2021,Oat,Fallow,131.2027935,0.091059521,-0.113813872,0.064917347,-0.067283932,0.130859375,-0.0480468749999996,0.08984375,-0.109375
209C_20210821,209C,20210821,8/21/2021,Oat,Post,127.6897219,0.079899034,-0.136711737,0.054966386,-0.079388541,0.154296875,-0.7441406249999998,-0.26953125,-0.1875
210A_20210821,210A,20210821,8/21/2021,Oat,Under,123.814884,-0.019917582,-0.244326399,-0.020573594,-0.112445174,-0.302734375,-0.8496093749999998,-0.33203125,-0.298828125
210B_20210821,210B,20210821,8/21/2021,Oat,Fallow,133.3237367,0.043013652,-0.156576126,0.028428277,-0.067320431,-0.267578125,-0.7652343749999998,-0.29296875,-0.123046875
210C_20210821,210C,20210821,8/21/2021,Oat,Post,128.4347097,0.034280309,-0.182412075,0.021831886,-0.091763362,-0.279296875,-0.8074218749999998,-0.30859375,-0.2890625
301A_20210821,301A,20210821,8/21/2021,Oat,Post,135.7447286,0.060933338,-0.102823347,0.04113241,-0.026652986,0.353515625,-0.8074218749999998,-0.32421875,-0.107421875
301B_20210821,301B,20210821,8/21/2021,Oat,Fallow,130.9069209,0.073606974,-0.079488643,0.049800661,-0.012228635,0.142578125,-0.7863281249999998,0.08984375,-0.111328125
301C_20210821,301C,20210821,8/21/2021,Oat,Under,130.4666957,0.061911178,-0.081005817,0.041562472,-0.000490663,0.119140625,0.0152343750000001,0.07421875,-0.03515625
302A_20210821,302A,20210821,8/21/2021,Oat,Post,131.731827,0.065812056,-0.101656587,0.043819402,-0.022064232,-0.267578125,-0.7652343749999998,-0.30078125,-0.166015625
302B_20210821,302B,20210821,8/21/2021,Oat,Fallow,127.781649,0.111687575,-0.033863575,0.075538946,0.00911793,0.576171875,0.8800781250000003,0.11328125,-0.140625
302C_20210821,302C,20210821,8/21/2021,Oat,Under,136.9117149,0.065081917,-0.088254229,0.043652063,-0.011636288,0.142578125,-0.7863281249999998,0.08203125,-0.052734375
303A_20210821,303A,20210821,8/21/2021,Soy,Post,121.6409222,-0.007682476,-0.215940317,-0.008750075,-0.10964588,-0.279296875,-0.7863281249999998,-0.31640625,-0.31640625
303B_20210821,303B,20210821,8/21/2021,Soy,Fallow,133.6470188,0.010118004,-0.169704419,0.004102886,-0.07366986,0.095703125,-0.7652343749999998,-0.33203125,-3.365234375
303C_20210821,303C,20210821,8/21/2021,Soy,Under,121.7068696,0.048774185,-0.098382482,0.029763988,-0.011652994,0.693359375,-0.0269531249999996,0.05078125,-0.02734375
304A_20210821,304A,20210821,8/21/2021,Oat,Post,132.5209766,0.020936446,-0.156406245,0.012855391,-0.056189105,-0.279296875,-0.7863281249999998,-0.31640625,-0.22265625
304B_20210821,304B,20210821,8/21/2021,Oat,Fallow,138.7229268,0.04442802,-0.105314568,0.031857458,-0.016637678,0.072265625,-0.0480468749999996,0.05078125,-0.015625
304C_20210821,304C,20210821,8/21/2021,Oat,Under,123.6492033,0.024742785,-0.130107984,0.014518569,-0.024150827,0.072265625,-0.7441406249999998,-0.31640625,-0.64453125
305A_20210821,305A,20210821,8/21/2021,Oat,Post,133.6031343,0.015323873,-0.159308268,0.008506826,-0.052399539,-0.314453125,-0.8285156249999999,-0.34765625,-0.14453125
305B_20210821,305B,20210821,8/21/2021,Oat,Fallow,123.186902,0.058210186,-0.088502506,0.038744801,-0.002148758,0.669921875,-0.7652343749999998,-0.31640625,-0.115234375
305C_20210821,305C,20210821,8/21/2021,Oat,Under,135.3306959,0.059347531,-0.089524286,0.040819934,-0.006639575,0.119140625,0.0152343750000001,0.08203125,-0.080078125
306A_20210821,306A,20210821,8/21/2021,Oat,Post,130.2942565,-0.0260069,-0.205147785,-0.02270222,-0.079587407,-0.337890625,-0.8285156249999999,-0.36328125,-3.140625
306B_20210821,306B,20210821,8/21/2021,Oat,Fallow,138.3344067,-0.011564723,-0.180750761,-0.011164885,-0.057573121,-0.337890625,-0.8496093749999998,-0.36328125,-0.140625
306C_20210821,306C,20210821,8/21/2021,Oat,Under,133.7313056,0.007528593,-0.155148166,0.002932946,-0.044001741,-0.314453125,-0.7863281249999998,-0.34765625,-0.15625
307A_20210821,307A,20210821,8/21/2021,Oat,Post,130.897498,-0.014154007,-0.1819614,-0.013643808,-0.059630308,-0.314453125,-0.7652343749999998,-0.34765625,-2.763671875
307B_20210821,307B,20210821,8/21/2021,Oat,Fallow,140.734545,-0.022868011,-0.188011965,-0.019523395,-0.05945389,-0.326171875,-0.7441406249999998,-0.34765625,-2.42578125
307C_20210821,307C,20210821,8/21/2021,Oat,Under,130.9246557,0.002174578,-0.143812703,-0.00046667,-0.022617584,0.060546875,-0.0480468749999996,-0.32421875,-0.09765625
308A_20210821,308A,20210821,8/21/2021,Oat,Post,125.9052439,-0.020058742,-0.184070604,-0.01875475,-0.058609314,-0.326171875,-0.7441406249999998,-0.34765625,-2.732421875
308B_20210821,308B,20210821,8/21/2021,Oat,Fallow,133.610143,0.000330354,-0.145727319,-0.003474418,-0.016815144,-0.291015625,-0.7019531249999998,-0.32421875,-3.23828125
308C_20210821,308C,20210821,8/21/2021,Oat,Under,132.473594,-0.019510135,-0.179190864,-0.017879724,-0.043242862,-0.291015625,-0.7019531249999998,-0.32421875,-3.171875
309A_20210821,309A,20210821,8/21/2021,Oat,Post,125.5024522,-0.031600048,-0.239773814,-0.027133194,-0.123968066,-0.267578125,-0.7652343749999998,-0.30859375,-0.21484375
309B_20210821,309B,20210821,8/21/2021,Oat,Fallow,129.210505,-0.006043353,-0.214301374,-0.008411793,-0.09932724,-0.279296875,-0.8074218749999998,-0.32421875,-0.337890625
309C_20210821,309C,20210821,8/21/2021,Oat,Under,131.6712565,-0.005333574,-0.201166672,-0.007511423,-0.089236087,-0.279296875,-0.7863281249999998,-0.31640625,-0.173828125
310A_20210821,310A,20210821,8/21/2021,Oat,Post,122.5174484,-0.069409157,-0.303896842,-0.057487279,-0.16694431,-0.326171875,-0.8496093749999998,-0.34765625,-0.375
310B_20210821,310B,20210821,8/21/2021,Oat,Fallow,127.1498025,-0.028506209,-0.219279634,-0.024902967,-0.092393293,-0.255859375,-0.7230468749999999,-0.30859375,-0.216796875
310C_20210821,310C,20210821,8/21/2021,Oat,Under,126.5341386,-0.015550384,-0.190945698,-0.015325057,-0.06682973,0.025390625,-0.1113281249999997,-0.31640625,-0.1953125
401A_20210821,401A,20210821,8/21/2021,Oat,Under,125.1358033,-0.053901016,-0.275491668,-0.045749553,-0.129935423,-0.314453125,-0.8496093749999998,-0.33984375,-0.392578125
401B_20210821,401B,20210821,8/21/2021,Oat,Fallow,123.8752797,-0.065352481,-0.292565081,-0.054001166,-0.160423472,-0.337890625,-0.8707031249999998,-0.35546875,-0.408203125
401C_20210821,401C,20210821,8/21/2021,Oat,Post,121.6294691,-0.054691717,-0.257580079,-0.044777132,-0.130285875,-0.326171875,-0.8285156249999999,-0.34765625,-0.283203125
402A_20210821,402A,20210821,8/21/2021,Oat,Under,135.1995794,0.083743549,-0.10228968,0.060268358,-0.049375749,0.119140625,-0.0058593749999997,0.08203125,0.0329241071428567
402B_20210821,402B,20210821,8/21/2021,Oat,Fallow,128.4634683,0.055766559,-0.166966675,0.037427636,-0.092573907,-0.267578125,-0.7863281249999998,-0.29296875,-0.126953125
402C_20210821,402C,20210821,8/21/2021,Oat,Post,118.3807693,-0.036185957,-0.259205248,-0.031651038,-0.134953246,-0.314453125,-0.8496093749999998,-0.33984375,-0.26953125
403A_20210821,403A,20210821,8/21/2021,Oat,Under,131.6105625,-0.019461565,-0.230298222,-0.017286812,-0.113224402,-0.150390625,-0.6175781249999998,-0.25390625,-0.279296875
403B_20210821,403B,20210821,8/21/2021,Oat,Fallow,120.1647657,-0.042488782,-0.266276787,-0.035846535,-0.141533569,-0.314453125,-0.8496093749999998,-0.33984375,-0.244140625
403C_20210821,403C,20210821,8/21/2021,Oat,Post,120.970562,-0.013269054,-0.223848726,-0.013763506,-0.11430902,-0.291015625,-0.8285156249999999,-0.32421875,-0.318359375
404A_20210821,404A,20210821,8/21/2021,Soy,Under,125.0947217,-0.020341515,-0.228956182,-0.020028272,-0.121004718,0.025390625,-0.1957031249999998,0.00390625,-0.32421875
404B_20210821,404B,20210821,8/21/2021,Soy,Fallow,122.6660478,0.003249835,-0.206567158,-0.000345968,-0.111676825,0.072265625,-0.7441406249999998,-0.30078125,-0.26953125
404C_20210821,404C,20210821,8/21/2021,Soy,Post,120.8554321,-0.00275308,-0.22997487,-0.005478558,-0.121851273,-0.291015625,-0.8285156249999999,-0.31640625,-0.232421875
405A_20210821,405A,20210821,8/21/2021,Oat,Under,135.9605972,0.058438883,-0.137520299,0.039991033,-0.058243879,0.107421875,-0.7019531249999998,-0.28515625,-0.05859375
405B_20210821,405B,20210821,8/21/2021,Oat,Fallow,128.3229567,-0.000744014,-0.213389939,-0.003626581,-0.110344181,-0.314453125,-0.8496093749999998,-0.33203125,-0.248046875
405C_20210821,405C,20210821,8/21/2021,Oat,Post,126.3186937,0.017746564,-0.196572228,0.010176217,-0.103589222,-0.291015625,-0.8074218749999998,-0.31640625,-0.203125
406A_20210821,406A,20210821,8/21/2021,Oat,Under,125.4390052,-0.009158744,-0.208405637,-0.011947961,-0.091049064,-0.279296875,-0.8074218749999998,-0.32421875,-0.181640625
406B_20210821,406B,20210821,8/21/2021,Oat,Fallow,121.6282961,-0.029531108,-0.249271281,-0.026057362,-0.133254121,-0.302734375,-0.8496093749999998,-0.33203125,-0.2578125
406C_20210821,406C,20210821,8/21/2021,Oat,Post,128.8786885,-0.007640764,-0.218203983,-0.008456791,-0.108238473,-0.302734375,-0.8285156249999999,-0.32421875,-0.2529296875
407A_20210821,407A,20210821,8/21/2021,Oat,Under,128.0632179,0.044258733,-0.135808824,0.028526019,-0.042251188,0.083984375,-0.7230468749999999,-0.29296875,-0.03515625
407B_20210821,407B,20210821,8/21/2021,Oat,Fallow,130.984888,0.0491741,-0.144764824,0.032591742,-0.066367096,0.130859375,-0.7863281249999998,-0.30859375,-0.1484375
407C_20210821,407C,20210821,8/21/2021,Oat,Post,130.6846307,0.069992925,-0.145574708,0.047799915,-0.078161633,-0.244140625,-0.7441406249999998,-0.27734375,-0.2099609375
408A_20210821,408A,20210821,8/21/2021,Oat,Under,127.9836854,-0.005140593,-0.2096102,-0.007582951,-0.096145078,-0.291015625,-0.8074218749999998,-0.32421875,-0.19921875
408B_20210821,408B,20210821,8/21/2021,Oat,Fallow,130.9979897,0.008301201,-0.204012146,0.003121168,-0.104684721,-0.302734375,-0.8496093749999998,-0.32421875,-0.19921875
408C_20210821,408C,20210821,8/21/2021,Oat,Post,126.5888668,-0.014436676,-0.23515161,-0.014094676,-0.120614707,-0.314453125,-0.8496093749999998,-0.33203125,-0.279296875
409A_20210821,409A,20210821,8/21/2021,Oat,Under,130.8924484,0.124127235,-0.066036686,0.085841928,-0.034764172,0.189453125,-0.6597656249999998,0.12109375,-0.130859375
409B_20210821,409B,20210821,8/21/2021,Oat,Fallow,133.4304341,0.07535076,-0.114888261,0.05208994,-0.055434449,0.154296875,-0.7230468749999999,0.08984375,-0.05078125
409C_20210821,409C,20210821,8/21/2021,Oat,Post,124.3440779,0.072177502,-0.122115485,0.049469631,-0.060381593,0.166015625,-0.7230468749999999,-0.28515625,-0.10546875
410A_20210821,410A,20210821,8/21/2021,Oat,Under,130.4118753,0.065009315,-0.140767459,0.043967357,-0.064046336,-0.244140625,-0.7230468749999999,-0.27734375,-0.087890625
410B_20210821,410B,20210821,8/21/2021,Oat,Fallow,134.7588291,0.122443821,-0.071465673,0.086924276,-0.043694998,0.166015625,0.0152343750000001,0.11328125,-0.12109375
410C_20210821,410C,20210821,8/21/2021,Oat,Post,126.8135483,0.049777615,-0.150583659,0.034085764,-0.075238348,0.119140625,-0.7652343749999998,-0.29296875,-0.1796875
101A_20210909,101A,20210909,9/9/2021,Oat,Fallow,108.093973,0.057528329,-0.142921919,0.034468763,-0.07190317,0.248046875,-0.7863281249999998,-0.30859375,-0.1875
101B_20210909,101B,20210909,9/9/2021,Oat,Post,110.8119623,0.011685655,-0.206517291,-0.000611245,-0.100973469,-0.291015625,-0.8496093749999998,-0.33203125,-0.388671875
101C_20210909,101C,20210909,9/9/2021,Oat,Under,112.0672434,0.15942865,0.018745932,0.101632587,0.017377002,0.271484375,0.1628906250000004,0.16015625,-0.15625
102A_20210909,102A,20210909,9/9/2021,Oat,Fallow,113.2744541,0.034322402,-0.183240197,0.018220405,-0.097015163,-0.267578125,-0.8285156249999999,-0.31640625,-0.2109375
102B_20210909,102B,20210909,9/9/2021,Oat,Post,110.3084932,0.004440229,-0.229559401,-0.004610919,-0.117267033,-0.302734375,-0.8917968749999998,-0.33203125,-0.44140625
102C_20210909,102C,20210909,9/9/2021,Oat,Under,116.2167855,0.115267577,-0.048529416,0.072321457,-0.01818177,0.259765625,0.1417968750000002,0.14453125,-0.025390625
103A_20210909,103A,20210909,9/9/2021,Oat,Fallow,103.7037784,0.051466244,-0.158679882,0.030260644,-0.07512978,-0.267578125,-0.8285156249999999,-0.30859375,-0.3125
103B_20210909,103B,20210909,9/9/2021,Oat,Post,117.8733544,0.020153702,-0.199264526,0.007986045,-0.096514416,-0.291015625,-0.8496093749999998,-0.32421875,-0.400390625
103C_20210909,103C,20210909,9/9/2021,Oat,Under,126.7632066,0.09950912,-0.059461301,0.064463789,-0.017929791,0.248046875,0.1417968750000002,0.14453125,-0.103515625
104A_20210909,104A,20210909,9/9/2021,Oat,Fallow,114.2600257,0.014129041,-0.205632808,0.004808626,-0.107033564,-0.291015625,-0.8496093749999998,-0.32421875,-0.318359375
104B_20210909,104B,20210909,9/9/2021,Oat,Post,114.7312875,0.006966407,-0.226547289,-0.001405548,-0.120849011,-0.302734375,-0.8707031249999998,-0.33203125,-0.4140625
104C_20210909,104C,20210909,9/9/2021,Oat,Under,114.9344288,0.168596106,0.04479093,0.10773765,0.036535822,0.306640625,0.2261718750000001,0.16796875,0.013671875
105A_20210909,105A,20210909,9/9/2021,Oat,Fallow,117.7298402,0.015612591,-0.199476121,0.005303315,-0.099825372,-0.314453125,-0.8707031249999998,-0.33984375,-0.37890625
105B_20210909,105B,20210909,9/9/2021,Oat,Post,116.0847039,0.017983399,-0.205259863,0.007595019,-0.106308106,-0.302734375,-0.8707031249999998,-0.33203125,-0.27734375
105C_20210909,105C,20210909,9/9/2021,Oat,Under,111.7317046,0.170890018,0.047081674,0.110091468,0.04065766,0.306640625,0.2261718750000001,0.16796875,-0.005859375
106A_20210909,106A,20210909,9/9/2021,Soy,Fallow,91.04638613,-0.004882962,-0.208182323,-0.009666926,-0.080111561,-0.314453125,-0.8707031249999998,-0.34765625,-0.154296875
106B_20210909,106B,20210909,9/9/2021,Soy,Post,107.880706,0.014629724,-0.188360427,0.004756027,-0.082698204,-0.291015625,-0.8285156249999999,-0.32421875,-0.283203125
106C_20210909,106C,20210909,9/9/2021,Soy,Under,112.5015829,0.075423233,-0.108547321,0.045645334,-0.045858852,0.224609375,-0.7441406249999998,-0.27734375,-0.25390625
107A_20210909,107A,20210909,9/9/2021,Oat,Fallow,98.41482473,-0.001265279,-0.241291742,-0.007214153,-0.131715503,-0.279296875,-0.8496093749999998,-0.32421875,-0.349609375
107B_20210909,107B,20210909,9/9/2021,Oat,Post,113.0391894,0.043711438,-0.158523705,0.026825866,-0.078956295,0.177734375,-0.8074218749999998,-0.31640625,-0.197265625
107C_20210909,107C,20210909,9/9/2021,Oat,Under,122.3158612,0.122538109,-0.033112441,0.080973717,-0.008637792,0.271484375,0.1628906250000004,0.15234375,-0.07421875
108A_20210909,108A,20210909,9/9/2021,Oat,Fallow,108.3334151,0.043035789,-0.168465853,0.025603791,-0.088747999,-0.244140625,-0.7863281249999998,-0.30078125,-0.2734375
108B_20210909,108B,20210909,9/9/2021,Oat,Post,108.9641308,0.037623722,-0.187573354,0.021399156,-0.09702819,-0.279296875,-0.8496093749999998,-0.31640625,-0.189453125
108C_20210909,108C,20210909,9/9/2021,Oat,Under,107.9877163,0.117971531,-0.045289166,0.076423475,-0.016484653,0.271484375,0.1628906250000004,0.15234375,-0.025390625
109A_20210909,109A,20210909,9/9/2021,Oat,Fallow,112.3427885,0.011642641,-0.198601445,0.004297586,-0.101403616,-0.279296875,-0.8074218749999998,-0.31640625,-0.236328125
109B_20210909,109B,20210909,9/9/2021,Oat,Post,111.2076719,0.036789084,-0.176196453,0.021342508,-0.089188554,-0.267578125,-0.8074218749999998,-0.30078125,-0.3359375
109C_20210909,109C,20210909,9/9/2021,Oat,Under,125.3833975,0.165544117,0.04511376,0.110322916,0.042062916,0.294921875,0.2261718750000001,0.16796875,-0.03515625
110A_20210909,110A,20210909,9/9/2021,Oat,Fallow,115.9099192,0.009607003,-0.201276653,0.002925206,-0.102643128,-0.291015625,-0.8285156249999999,-0.32421875,-0.3125
110B_20210909,110B,20210909,9/9/2021,Oat,Post,117.5670867,0.051921524,-0.152329653,0.030205837,-0.074644084,0.224609375,-0.7652343749999998,-0.29296875,-0.25390625
110C_20210909,110C,20210909,9/9/2021,Oat,Under,122.1914736,0.156242981,0.02624917,0.102102797,0.025340277,0.271484375,0.1839843750000003,0.16015625,-0.07421875
201A_20210909,201A,20210909,9/9/2021,Oat,Under,121.5251998,0.199538182,0.07868762,0.130326098,0.044788911,0.294921875,0.2050781250000002,0.17578125,-0.048828125
201B_20210909,201B,20210909,9/9/2021,Oat,Fallow,124.2833393,0.035596462,-0.160031127,0.020539136,-0.076604482,0.294921875,-0.8074218749999998,-0.31640625,-0.23828125
201C_20210909,201C,20210909,9/9/2021,Oat,Post,127.1163367,0.033354662,-0.169023178,0.019014066,-0.082751524,-0.267578125,-0.8074218749999998,-0.30859375,-0.33203125
202A_20210909,202A,20210909,9/9/2021,Oat,Under,120.9920932,0.294937819,0.230937755,0.194091235,0.123456944,0.365234375,0.3105468750000002,0.21484375,0.076171875
202B_20210909,202B,20210909,9/9/2021,Oat,Fallow,113.256269,0.021235424,-0.199280431,0.009675074,-0.097432147,-0.291015625,-0.8496093749999998,-0.32421875,-0.228515625
202C_20210909,202C,20210909,9/9/2021,Oat,Post,113.834115,0.064957502,-0.121395977,0.038757965,-0.052944693,0.224609375,-0.7652343749999998,-0.29296875,-0.146484375
203A_20210909,203A,20210909,9/9/2021,Soy,Under,122.9625298,0.138432494,-0.007985404,0.091070841,0.0020638,0.306640625,0.2261718750000001,0.15234375,-0.052734375
203B_20210909,203B,20210909,9/9/2021,Soy,Fallow,123.1773303,-0.002433761,-0.211794208,-0.006003604,-0.102319565,-0.314453125,-0.8707031249999998,-0.33984375,-0.349609375
203C_20210909,203C,20210909,9/9/2021,Soy,Post,120.5477931,0.008832025,-0.204969245,0.001499039,-0.10234717,-0.302734375,-0.8496093749999998,-0.33203125,-0.234375
204A_20210909,204A,20210909,9/9/2021,Oat,Under,128.0706889,0.196261744,0.072132279,0.130678439,0.042185175,0.283203125,0.1839843750000003,0.16796875,-0.005859375
204B_20210909,204B,20210909,9/9/2021,Oat,Fallow,121.7881978,0.02934927,-0.187897568,0.017384274,-0.097522451,-0.291015625,-0.8285156249999999,-0.32421875,-0.330078125
204C_20210909,204C,20210909,9/9/2021,Oat,Post,118.5827617,0.0472558,-0.156404909,0.029397702,-0.079331305,0.166015625,-0.8074218749999998,-0.30859375,-0.220703125
205A_20210909,205A,20210909,9/9/2021,Oat,Under,127.7407158,0.093157708,-0.081090733,0.062039168,-0.035691672,0.212890625,0.0785156250000003,0.12890625,-0.0546875
205B_20210909,205B,20210909,9/9/2021,Oat,Fallow,120.4482189,0.049731496,-0.148129732,0.032118356,-0.072458235,0.177734375,-0.7863281249999998,-0.30078125,-0.3515625
205C_20210909,205C,20210909,9/9/2021,Oat,Post,122.4441241,0.01913101,-0.191209643,0.009764839,-0.095120491,-0.291015625,-0.8285156249999999,-0.32421875,-0.3125
206A_20210909,206A,20210909,9/9/2021,Oat,Under,126.2219177,0.222150896,0.127700296,0.147708134,0.082888886,0.318359375,0.2472656250000002,0.18359375,0.0859375
206B_20210909,206B,20210909,9/9/2021,Oat,Fallow,125.5876654,0.030050718,-0.174572593,0.018373885,-0.085938243,-0.279296875,-0.8074218749999998,-0.31640625,-0.228515625
206C_20210909,206C,20210909,9/9/2021,Oat,Post,120.6979434,0.0217184,-0.185451401,0.011625344,-0.091037497,-0.279296875,-0.8074218749999998,-0.31640625,-0.271484375
207A_20210909,207A,20210909,9/9/2021,Oat,Under,125.3480594,0.127964157,-0.014912014,0.085289834,0.01137231,0.224609375,0.1207031250000001,0.13671875,-0.10546875
207B_20210909,207B,20210909,9/9/2021,Oat,Fallow,113.7776278,0.035110746,-0.172311226,0.0202318,-0.081798853,-0.279296875,-0.8285156249999999,-0.31640625,-0.3125
207C_20210909,207C,20210909,9/9/2021,Oat,Post,118.7693617,0.028544329,-0.182013487,0.0160423,-0.092619864,-0.279296875,-0.8074218749999998,-0.31640625,-0.3359375
208A_20210909,208A,20210909,9/9/2021,Oat,Under,131.4966895,0.132269125,-0.007986569,0.087155191,0.011682363,0.236328125,0.1417968750000002,0.14453125,0.005859375
208B_20210909,208B,20210909,9/9/2021,Oat,Fallow,120.1416841,0.024183712,-0.188413857,0.013162657,-0.094736262,-0.291015625,-0.8285156249999999,-0.31640625,-0.328125
208C_20210909,208C,20210909,9/9/2021,Oat,Post,122.7354564,0.035524077,-0.169059299,0.020807459,-0.084937363,-0.267578125,-0.8074218749999998,-0.30859375,-0.302734375
209A_20210909,209A,20210909,9/9/2021,Oat,Under,127.16967,0.198205144,0.086759061,0.132160393,0.05836897,0.294921875,0.2050781250000002,0.17578125,0.00390625
209B_20210909,209B,20210909,9/9/2021,Oat,Fallow,118.1759601,0.168423735,-0.002409451,0.113680523,-0.013987541,0.212890625,0.0152343750000001,0.12890625,-0.1240234375
209C_20210909,209C,20210909,9/9/2021,Oat,Post,116.0348818,0.080846735,-0.113515043,0.053602613,-0.058534423,0.166015625,-0.7441406249999998,-0.28515625,-0.158203125
210A_20210909,210A,20210909,9/9/2021,Oat,Under,129.6715212,0.154237382,0.037584904,0.102938648,0.045105717,0.248046875,0.1839843750000003,0.15234375,0.02734375
210B_20210909,210B,20210909,9/9/2021,Oat,Fallow,118.6398209,0.049845597,-0.147117496,0.032100841,-0.068680215,-0.279296875,-0.8074218749999998,-0.31640625,-0.228515625
210C_20210909,210C,20210909,9/9/2021,Oat,Post,118.0035758,0.020474451,-0.192590412,0.010129848,-0.090350772,-0.302734375,-0.8496093749999998,-0.32421875,-0.26953125
301A_20210909,301A,20210909,9/9/2021,Oat,Post,114.9494715,0.041990053,-0.172030474,0.022374238,-0.082966434,-0.279296875,-0.8285156249999999,-0.31640625,-0.337890625
301B_20210909,301B,20210909,9/9/2021,Oat,Fallow,109.7877095,0.026671338,-0.20244162,0.01195949,-0.109364061,-0.291015625,-0.8707031249999998,-0.32421875,-0.34765625
301C_20210909,301C,20210909,9/9/2021,Oat,Under,114.6674481,0.220235545,0.115830271,0.142531214,0.066956304,0.330078125,0.2472656250000002,0.19140625,0.046875
