Image,Plot,Date_Index,Date,Variety,Cover,Mean_Green
104B_20210929,104B,20210929,09/29/2021,Oat,Post,0.35574239997728896
104C_20210929,104C,20210929,09/29/2021,Oat,Under,0.43724678732882766
105A_20210929,105A,20210929,09/29/2021,Oat,Fallow,0.3341688478942379
105B_20210929,105B,20210929,09/29/2021,Oat,Post,0.35413566300491983
105C_20210929,105C,20210929,09/29/2021,Oat,Under,0.4349647915942811
106A_20210929,106A,20210929,09/29/2021,Soy,Fallow,0.3341335673061279
106B_20210929,106B,20210929,09/29/2021,Soy,Post,0.350102049621969
106C_20210929,106C,20210929,09/29/2021,Soy,Under,0.40610535691928346
107A_20210929,107A,20210929,09/29/2021,Oat,Fallow,0.33471177442585776
107B_20210929,107B,20210929,09/29/2021,Oat,Post,0.35428567004126543
107C_20210929,107C,20210929,09/29/2021,Oat,Under,0.40214593413969674
108A_20210929,108A,20210929,09/29/2021,Oat,Fallow,0.33618446112926537
108B_20210929,108B,20210929,09/29/2021,Oat,Post,0.3653662508367781
108C_20210929,108C,20210929,09/29/2021,Oat,Under,0.3909178896615219
109A_20210929,109A,20210929,09/29/2021,Oat,Fallow,0.3360739202435747
109B_20210929,109B,20210929,09/29/2021,Oat,Post,0.35154617848823805
109C_20210929,109C,20210929,09/29/2021,Oat,Under,0.4172268830656637
110A_20210929,110A,20210929,09/29/2021,Oat,Fallow,0.33681462488168884
110B_20210929,110B,20210929,09/29/2021,Oat,Post,0.34809617608337257
110C_20210929,110C,20210929,09/29/2021,Oat,Under,0.4192976030805611
201A_20210929,201A,20210929,09/29/2021,Oat,Under,0.43288024748181375
201B_20210929,201B,20210929,09/29/2021,Oat,Fallow,0.34920516728061324
201C_20210929,201C,20210929,09/29/2021,Oat,Post,0.3485773956123853
202A_20210929,202A,20210929,09/29/2021,Oat,Under,0.4054367480690364
202B_20210929,202B,20210929,09/29/2021,Oat,Fallow,0.330074290395381
202C_20210929,202C,20210929,09/29/2021,Oat,Post,0.3636177947156063
203A_20210929,203A,20210929,09/29/2021,Soy,Under,0.45084504087157024
203B_20210929,203B,20210929,09/29/2021,Soy,Fallow,0.3315933261877526
203C_20210929,203C,20210929,09/29/2021,Soy,Post,0.37500147734184874
204A_20210929,204A,20210929,09/29/2021,Oat,Under,0.4351292800274968
204B_20210929,204B,20210929,09/29/2021,Oat,Fallow,0.34537818357776623
204C_20210929,204C,20210929,09/29/2021,Oat,Post,0.35348990573453515
205A_20210929,205A,20210929,09/29/2021,Oat,Under,0.4300323312658932
205B_20210929,205B,20210929,09/29/2021,Oat,Fallow,0.3333241591798934
205C_20210929,205C,20210929,09/29/2021,Oat,Post,0.3708627398619963
206A_20210929,206A,20210929,09/29/2021,Oat,Under,0.48260312773865116
206B_20210929,206B,20210929,09/29/2021,Oat,Fallow,0.3411118741371243
206C_20210929,206C,20210929,09/29/2021,Oat,Post,0.36361289963097204
207A_20210929,207A,20210929,09/29/2021,Oat,Under,0.43817725430826227
207B_20210929,207B,20210929,09/29/2021,Oat,Fallow,0.3365130677209597
207C_20210929,207C,20210929,09/29/2021,Oat,Post,0.3585487498148784
208A_20210929,208A,20210929,09/29/2021,Oat,Under,0.46627774630666774
208B_20210929,208B,20210929,09/29/2021,Oat,Fallow,0.34952712882047426
208C_20210929,208C,20210929,09/29/2021,Oat,Post,0.36142452812608794
209A_20210929,209A,20210929,09/29/2021,Oat,Under,0.4507222224583085
209B_20210929,209B,20210929,09/29/2021,Oat,Fallow,0.344577731050738
209C_20210929,209C,20210929,09/29/2021,Oat,Post,0.36969071977989226
210A_20210929,210A,20210929,09/29/2021,Oat,Under,0.46565024553649437
210B_20210929,210B,20210929,09/29/2021,Oat,Fallow,0.3421124612963263
210C_20210929,210C,20210929,09/29/2021,Oat,Post,0.3573411804732022
301A_20210929,301A,20210929,09/29/2021,Oat,Post,0.36306034302815
301B_20210929,301B,20210929,09/29/2021,Oat,Fallow,0.33432773469999383
301C_20210929,301C,20210929,09/29/2021,Oat,Under,0.36673314729721634
302A_20210929,302A,20210929,09/29/2021,Oat,Post,0.36710953874622754
302B_20210929,302B,20210929,09/29/2021,Oat,Fallow,0.3476433786052252
302C_20210929,302C,20210929,09/29/2021,Oat,Under,0.4297142401859937
303A_20210929,303A,20210929,09/29/2021,Soy,Post,0.3474754126251842
303B_20210929,303B,20210929,09/29/2021,Soy,Fallow,0.34373861384910837
303C_20210929,303C,20210929,09/29/2021,Soy,Under,0.41412353708685073
304A_20210929,304A,20210929,09/29/2021,Oat,Post,0.3614971317779452
304B_20210929,304B,20210929,09/29/2021,Oat,Fallow,0.3433489856897588
304C_20210929,304C,20210929,09/29/2021,Oat,Under,0.40022166765196426
305A_20210929,305A,20210929,09/29/2021,Oat,Post,0.35464189691912956
305B_20210929,305B,20210929,09/29/2021,Oat,Fallow,0.3417595156006904
305C_20210929,305C,20210929,09/29/2021,Oat,Under,0.4353327280366893
306A_20210929,306A,20210929,09/29/2021,Oat,Post,0.34907055343076904
306B_20210929,306B,20210929,09/29/2021,Oat,Fallow,0.33731316332593253
306C_20210929,306C,20210929,09/29/2021,Oat,Under,0.39930130946333586
307A_20210929,307A,20210929,09/29/2021,Oat,Post,0.35174095203008415
307B_20210929,307B,20210929,09/29/2021,Oat,Fallow,0.33640848035002696
307C_20210929,307C,20210929,09/29/2021,Oat,Under,0.4449420728296516
308A_20210929,308A,20210929,09/29/2021,Oat,Post,0.3605752301318177
308B_20210929,308B,20210929,09/29/2021,Oat,Fallow,0.3422253793675721
308C_20210929,308C,20210929,09/29/2021,Oat,Under,0.41468614520504193
309A_20210929,309A,20210929,09/29/2021,Oat,Post,0.36777339022367395
309B_20210929,309B,20210929,09/29/2021,Oat,Fallow,0.3390519633018106
309C_20210929,309C,20210929,09/29/2021,Oat,Under,0.41525775841800583
310A_20210929,310A,20210929,09/29/2021,Oat,Post,0.35520357018182674
310B_20210929,310B,20210929,09/29/2021,Oat,Fallow,0.33795036430711983
310C_20210929,310C,20210929,09/29/2021,Oat,Under,0.3830968629366134
401A_20210929,401A,20210929,09/29/2021,Oat,Under,0.4460092825285053
401B_20210929,401B,20210929,09/29/2021,Oat,Fallow,0.3483423071299329
401C_20210929,401C,20210929,09/29/2021,Oat,Post,0.3491735314940447
402A_20210929,402A,20210929,09/29/2021,Oat,Under,0.43023616988401814
402B_20210929,402B,20210929,09/29/2021,Oat,Fallow,0.3406864822918159
402C_20210929,402C,20210929,09/29/2021,Oat,Post,0.3515886114346597
403A_20210929,403A,20210929,09/29/2021,Oat,Under,0.42054845468042973
403B_20210929,403B,20210929,09/29/2021,Oat,Fallow,0.3398172084735723
403C_20210929,403C,20210929,09/29/2021,Oat,Post,0.35487372087163993
404A_20210929,404A,20210929,09/29/2021,Soy,Under,0.4311596211942675
404B_20210929,404B,20210929,09/29/2021,Soy,Fallow,0.3526546168736942
404C_20210929,404C,20210929,09/29/2021,Soy,Post,0.35413535428371135
405A_20210929,405A,20210929,09/29/2021,Oat,Under,0.40533701493433294
405B_20210929,405B,20210929,09/29/2021,Oat,Fallow,0.34887444087582503
405C_20210929,405C,20210929,09/29/2021,Oat,Post,0.3431833075463592
406A_20210929,406A,20210929,09/29/2021,Oat,Under,0.45714637457752566
406B_20210929,406B,20210929,09/29/2021,Oat,Fallow,0.3426202482924191
406C_20210929,406C,20210929,09/29/2021,Oat,Post,0.3939061619991382
407A_20210929,407A,20210929,09/29/2021,Oat,Under,0.4322817058328825
407B_20210929,407B,20210929,09/29/2021,Oat,Fallow,0.3479419205977959
407C_20210929,407C,20210929,09/29/2021,Oat,Post,0.36103619279189453
408A_20210929,408A,20210929,09/29/2021,Oat,Under,0.43953040947457844
408B_20210929,408B,20210929,09/29/2021,Oat,Fallow,0.3367067299549943
408C_20210929,408C,20210929,09/29/2021,Oat,Post,0.36642720785765825
409A_20210929,409A,20210929,09/29/2021,Oat,Under,0.4520932558097199
409B_20210929,409B,20210929,09/29/2021,Oat,Fallow,0.35313852687544145
409C_20210929,409C,20210929,09/29/2021,Oat,Post,0.3693413659985229
410A_20210929,410A,20210929,09/29/2021,Oat,Under,0.4268468159892561
410B_20210929,410B,20210929,09/29/2021,Oat,Fallow,0.34430501248682327
410C_20210929,410C,20210929,09/29/2021,Oat,Post,0.35235809743574353
101A_20211005,101A,20211005,10/05/2021,Oat,Fallow,0.3430961046230056
101B_20211005,101B,20211005,10/05/2021,Oat,Post,0.3860333635330358
101C_20211005,101C,20211005,10/05/2021,Oat,Under,0.4528643495151454
102A_20211005,102A,20211005,10/05/2021,Oat,Fallow,0.333794016254001
102B_20211005,102B,20211005,10/05/2021,Oat,Post,0.36899340509665446
102C_20211005,102C,20211005,10/05/2021,Oat,Under,0.46662644380481005
103A_20211005,103A,20211005,10/05/2021,Oat,Fallow,0.3596929843101416
103B_20211005,103B,20211005,10/05/2021,Oat,Post,0.38116904165853793
103C_20211005,103C,20211005,10/05/2021,Oat,Under,0.46606055770082255
104A_20211005,104A,20211005,10/05/2021,Oat,Fallow,0.3512438213235594
104B_20211005,104B,20211005,10/05/2021,Oat,Post,0.376625092802086
104C_20211005,104C,20211005,10/05/2021,Oat,Under,0.45603434090071443
105A_20211005,105A,20211005,10/05/2021,Oat,Fallow,0.3506831283680468
105B_20211005,105B,20211005,10/05/2021,Oat,Post,0.3535787907486801
105C_20211005,105C,20211005,10/05/2021,Oat,Under,0.4915274318248213
106A_20211005,106A,20211005,10/05/2021,Soy,Fallow,0.32958251300670777
106B_20211005,106B,20211005,10/05/2021,Soy,Post,0.3652546339052706
106C_20211005,106C,20211005,10/05/2021,Soy,Under,0.4642588638348254
107A_20211005,107A,20211005,10/05/2021,Oat,Fallow,0.3212897075385382
107B_20211005,107B,20211005,10/05/2021,Oat,Post,0.36321090159529945
107C_20211005,107C,20211005,10/05/2021,Oat,Under,0.4211498029321912
108A_20211005,108A,20211005,10/05/2021,Oat,Fallow,0.32079329066678675
108B_20211005,108B,20211005,10/05/2021,Oat,Post,0.3544322773542684
108C_20211005,108C,20211005,10/05/2021,Oat,Under,0.4067770842454556
109A_20211005,109A,20211005,10/05/2021,Oat,Fallow,0.33147730742015385
109B_20211005,109B,20211005,10/05/2021,Oat,Post,0.38415316565102864
109C_20211005,109C,20211005,10/05/2021,Oat,Under,0.4958633747703685
110A_20211005,110A,20211005,10/05/2021,Oat,Fallow,0.3298862930675151
110B_20211005,110B,20211005,10/05/2021,Oat,Post,0.39071390961558505
110C_20211005,110C,20211005,10/05/2021,Oat,Under,0.5032873936849301
201A_20211005,201A,20211005,10/05/2021,Oat,Under,0.45404572223813605
201B_20211005,201B,20211005,10/05/2021,Oat,Fallow,0.33498658210114807
201C_20211005,201C,20211005,10/05/2021,Oat,Post,0.3723896271113553
202A_20211005,202A,20211005,10/05/2021,Oat,Under,0.4958473900056118
202B_20211005,202B,20211005,10/05/2021,Oat,Fallow,0.3399683338563711
202C_20211005,202C,20211005,10/05/2021,Oat,Post,0.3834250226894164
203A_20211005,203A,20211005,10/05/2021,Soy,Under,0.43676517781126434
203B_20211005,203B,20211005,10/05/2021,Soy,Fallow,0.3281465650991654
203C_20211005,203C,20211005,10/05/2021,Soy,Post,0.353428909812293
204A_20211005,204A,20211005,10/05/2021,Oat,Under,0.4965388693782141
204B_20211005,204B,20211005,10/05/2021,Oat,Fallow,0.3356455036982904
204C_20211005,204C,20211005,10/05/2021,Oat,Post,0.37733243292903884
205A_20211005,205A,20211005,10/05/2021,Oat,Under,0.4161965558559546
205B_20211005,205B,20211005,10/05/2021,Oat,Fallow,0.3376320647414951
205C_20211005,205C,20211005,10/05/2021,Oat,Post,0.3700710927648997
206A_20211005,206A,20211005,10/05/2021,Oat,Under,0.4816363411853782
206B_20211005,206B,20211005,10/05/2021,Oat,Fallow,0.33985669398611584
206C_20211005,206C,20211005,10/05/2021,Oat,Post,0.36846473734155966
207A_20211005,207A,20211005,10/05/2021,Oat,Under,0.46597230050122296
207B_20211005,207B,20211005,10/05/2021,Oat,Fallow,0.32779530467154266
207C_20211005,207C,20211005,10/05/2021,Oat,Post,0.3578886503799487
208A_20211005,208A,20211005,10/05/2021,Oat,Under,0.4941023813716498
208B_20211005,208B,20211005,10/05/2021,Oat,Fallow,0.3603521835292853
208C_20211005,208C,20211005,10/05/2021,Oat,Post,0.37888921407663695
209A_20211005,209A,20211005,10/05/2021,Oat,Under,0.4906961160425399
209B_20211005,209B,20211005,10/05/2021,Oat,Fallow,0.3472974188847341
209C_20211005,209C,20211005,10/05/2021,Oat,Post,0.3679369392479636
210A_20211005,210A,20211005,10/05/2021,Oat,Under,0.4886106703526035
210B_20211005,210B,20211005,10/05/2021,Oat,Fallow,0.3312841590012011
210C_20211005,210C,20211005,10/05/2021,Oat,Post,0.3687178047134605
301A_20211005,301A,20211005,10/05/2021,Oat,Post,0.3848155311319416
301B_20211005,301B,20211005,10/05/2021,Oat,Fallow,0.32689393785010346
301C_20211005,301C,20211005,10/05/2021,Oat,Under,0.4644831635198662
302A_20211005,302A,20211005,10/05/2021,Oat,Post,0.36651577525661705
302B_20211005,302B,20211005,10/05/2021,Oat,Fallow,0.34125186865566887
302C_20211005,302C,20211005,10/05/2021,Oat,Under,0.49937862237158676
303A_20211005,303A,20211005,10/05/2021,Soy,Post,0.37466735028305803
303B_20211005,303B,20211005,10/05/2021,Soy,Fallow,0.34851831769984987
303C_20211005,303C,20211005,10/05/2021,Soy,Under,0.5006468637474313
304A_20211005,304A,20211005,10/05/2021,Oat,Post,0.37663886446942657
304B_20211005,304B,20211005,10/05/2021,Oat,Fallow,0.33902735154617536
304C_20211005,304C,20211005,10/05/2021,Oat,Under,0.48520625921789157
305A_20211005,305A,20211005,10/05/2021,Oat,Post,0.3794278854322222
305B_20211005,305B,20211005,10/05/2021,Oat,Fallow,0.3274221222026158
305C_20211005,305C,20211005,10/05/2021,Oat,Under,0.5008698024099826
306A_20211005,306A,20211005,10/05/2021,Oat,Post,0.38747871508349535
306B_20211005,306B,20211005,10/05/2021,Oat,Fallow,0.3660434723992419
306C_20211005,306C,20211005,10/05/2021,Oat,Under,0.5013948059190674
307A_20211005,307A,20211005,10/05/2021,Oat,Post,0.38234186285986865
307B_20211005,307B,20211005,10/05/2021,Oat,Fallow,0.33647596271182834
307C_20211005,307C,20211005,10/05/2021,Oat,Under,0.42784322657869356
308A_20211005,308A,20211005,10/05/2021,Oat,Post,0.37074303336111103
308B_20211005,308B,20211005,10/05/2021,Oat,Fallow,0.3177480989657948
308C_20211005,308C,20211005,10/05/2021,Oat,Under,0.46086810234065817
309A_20211005,309A,20211005,10/05/2021,Oat,Post,0.3756043573408588
309B_20211005,309B,20211005,10/05/2021,Oat,Fallow,0.33677219960155946
309C_20211005,309C,20211005,10/05/2021,Oat,Under,0.4811068516518078
310A_20211005,310A,20211005,10/05/2021,Oat,Post,0.3544963271685677
310B_20211005,310B,20211005,10/05/2021,Oat,Fallow,0.33034525884370475
310C_20211005,310C,20211005,10/05/2021,Oat,Under,0.4889649159841332
401A_20211005,401A,20211005,10/05/2021,Oat,Under,0.5159124969043326
401B_20211005,401B,20211005,10/05/2021,Oat,Fallow,0.3276557706950558
401C_20211005,401C,20211005,10/05/2021,Oat,Post,0.38149735129852363
402A_20211005,402A,20211005,10/05/2021,Oat,Under,0.5176393203483208
402B_20211005,402B,20211005,10/05/2021,Oat,Fallow,0.3348734480640718
402C_20211005,402C,20211005,10/05/2021,Oat,Post,0.3757365953393932
403A_20211005,403A,20211005,10/05/2021,Oat,Under,0.48481929399433427
403B_20211005,403B,20211005,10/05/2021,Oat,Fallow,0.32876436393987407
403C_20211005,403C,20211005,10/05/2021,Oat,Post,0.37033173682294623
404A_20211005,404A,20211005,10/05/2021,Soy,Under,0.44605357491404185
404B_20211005,404B,20211005,10/05/2021,Soy,Fallow,0.3243424482287099
404C_20211005,404C,20211005,10/05/2021,Soy,Post,0.3647486198239413
405A_20211005,405A,20211005,10/05/2021,Oat,Under,0.4810138117218832
405B_20211005,405B,20211005,10/05/2021,Oat,Fallow,0.35579364507778716
405C_20211005,405C,20211005,10/05/2021,Oat,Post,0.3935454508802835
406A_20211005,406A,20211005,10/05/2021,Oat,Under,0.5245057053076997
406B_20211005,406B,20211005,10/05/2021,Oat,Fallow,0.33024111082130864
406C_20211005,406C,20211005,10/05/2021,Oat,Post,0.3773485960520276
407A_20211005,407A,20211005,10/05/2021,Oat,Under,0.436898891302848
407B_20211005,407B,20211005,10/05/2021,Oat,Fallow,0.3403554108119123
407C_20211005,407C,20211005,10/05/2021,Oat,Post,0.37790764944535393
408A_20211005,408A,20211005,10/05/2021,Oat,Under,0.5044376251603473
408B_20211005,408B,20211005,10/05/2021,Oat,Fallow,0.3513727900944266
408C_20211005,408C,20211005,10/05/2021,Oat,Post,0.40685571762195044
409A_20211005,409A,20211005,10/05/2021,Oat,Under,0.4950940892853878
409B_20211005,409B,20211005,10/05/2021,Oat,Fallow,0.3320590198171016
409C_20211005,409C,20211005,10/05/2021,Oat,Post,0.3923952299975694
410A_20211005,410A,20211005,10/05/2021,Oat,Under,0.494425391367483
410B_20211005,410B,20211005,10/05/2021,Oat,Fallow,0.3234469651495102
410C_20211005,410C,20211005,10/05/2021,Oat,Post,0.36891660912227464
101A_20211015,101A,20211015,10/15/2021,Oat,Fallow,0.3394916243146074
101B_20211015,101B,20211015,10/15/2021,Oat,Post,0.3717335691189873
101C_20211015,101C,20211015,10/15/2021,Oat,Under,0.3900094979090577
102A_20211015,102A,20211015,10/15/2021,Oat,Fallow,0.33474886743538473
102B_20211015,102B,20211015,10/15/2021,Oat,Post,0.3869457202929139
102C_20211015,102C,20211015,10/15/2021,Oat,Under,0.4685832726649879
103A_20211015,103A,20211015,10/15/2021,Oat,Fallow,0.35646286312984105
103B_20211015,103B,20211015,10/15/2021,Oat,Post,0.4018904678759838
103C_20211015,103C,20211015,10/15/2021,Oat,Under,0.39782881039518164
104A_20211015,104A,20211015,10/15/2021,Oat,Fallow,0.3471789962999338
104B_20211015,104B,20211015,10/15/2021,Oat,Post,0.40263505650387715
104C_20211015,104C,20211015,10/15/2021,Oat,Under,0.4115696757710876
105A_20211015,105A,20211015,10/15/2021,Oat,Fallow,0.35333378415957795
105B_20211015,105B,20211015,10/15/2021,Oat,Post,0.3839061147914323
105C_20211015,105C,20211015,10/15/2021,Oat,Under,0.4709510615334928
106A_20211015,106A,20211015,10/15/2021,Soy,Fallow,0.3330386370539924
106B_20211015,106B,20211015,10/15/2021,Soy,Post,0.35599640868176863
106C_20211015,106C,20211015,10/15/2021,Soy,Under,0.3982009285896996
107A_20211015,107A,20211015,10/15/2021,Oat,Fallow,0.3247107296560769
107B_20211015,107B,20211015,10/15/2021,Oat,Post,0.37178274023921176
107C_20211015,107C,20211015,10/15/2021,Oat,Under,0.40101751600483293
108A_20211015,108A,20211015,10/15/2021,Oat,Fallow,0.3274055182554114
108B_20211015,108B,20211015,10/15/2021,Oat,Post,0.3625466514889728
108C_20211015,108C,20211015,10/15/2021,Oat,Under,0.4028821900889506
109A_20211015,109A,20211015,10/15/2021,Oat,Fallow,0.3409700803764524
109B_20211015,109B,20211015,10/15/2021,Oat,Post,0.3715475063361362
109C_20211015,109C,20211015,10/15/2021,Oat,Under,0.42640580427439817
110A_20211015,110A,20211015,10/15/2021,Oat,Fallow,0.33916592362455616
110B_20211015,110B,20211015,10/15/2021,Oat,Post,0.4033327538647984
110C_20211015,110C,20211015,10/15/2021,Oat,Under,0.4808913383880765
201A_20211015,201A,20211015,10/15/2021,Oat,Under,0.470027177248916
201B_20211015,201B,20211015,10/15/2021,Oat,Fallow,0.34792133842406825
201C_20211015,201C,20211015,10/15/2021,Oat,Post,0.391651508414114
202A_20211015,202A,20211015,10/15/2021,Oat,Under,0.5064560155075472
202B_20211015,202B,20211015,10/15/2021,Oat,Fallow,0.3436077027899789
202C_20211015,202C,20211015,10/15/2021,Oat,Post,0.3964059447102751
203A_20211015,203A,20211015,10/15/2021,Soy,Under,0.4029075895562482
203B_20211015,203B,20211015,10/15/2021,Soy,Fallow,0.3324037039025782
203C_20211015,203C,20211015,10/15/2021,Soy,Post,0.3479606190165109
204A_20211015,204A,20211015,10/15/2021,Oat,Under,0.4293691221825749
204B_20211015,204B,20211015,10/15/2021,Oat,Fallow,0.33180786705198756
204C_20211015,204C,20211015,10/15/2021,Oat,Post,0.3704687456379985
205A_20211015,205A,20211015,10/15/2021,Oat,Under,0.377116068119995
205B_20211015,205B,20211015,10/15/2021,Oat,Fallow,0.3248111887072218
205C_20211015,205C,20211015,10/15/2021,Oat,Post,0.37047045648359317
206A_20211015,206A,20211015,10/15/2021,Oat,Under,0.3940356267943559
206B_20211015,206B,20211015,10/15/2021,Oat,Fallow,0.3385478590549961
206C_20211015,206C,20211015,10/15/2021,Oat,Post,0.3636240534510499
207A_20211015,207A,20211015,10/15/2021,Oat,Under,0.39991164361232945
207B_20211015,207B,20211015,10/15/2021,Oat,Fallow,0.3241727138417489
207C_20211015,207C,20211015,10/15/2021,Oat,Post,0.37573947420831105
208A_20211015,208A,20211015,10/15/2021,Oat,Under,0.47189886691144795
208B_20211015,208B,20211015,10/15/2021,Oat,Fallow,0.35614975205594196
208C_20211015,208C,20211015,10/15/2021,Oat,Post,0.3984865109313074
209A_20211015,209A,20211015,10/15/2021,Oat,Under,0.45470779168196057
209B_20211015,209B,20211015,10/15/2021,Oat,Fallow,0.34340090415380864
209C_20211015,209C,20211015,10/15/2021,Oat,Post,0.40643191578022153
210A_20211015,210A,20211015,10/15/2021,Oat,Under,0.5012265933146951
210B_20211015,210B,20211015,10/15/2021,Oat,Fallow,0.3336364455227187
210C_20211015,210C,20211015,10/15/2021,Oat,Post,0.3892433796412665
301A_20211015,301A,20211015,10/15/2021,Oat,Post,0.3618672751884413
301B_20211015,301B,20211015,10/15/2021,Oat,Fallow,0.3337453762028027
301C_20211015,301C,20211015,10/15/2021,Oat,Under,0.4018239754455448
302A_20211015,302A,20211015,10/15/2021,Oat,Post,0.39812168526953
302B_20211015,302B,20211015,10/15/2021,Oat,Fallow,0.3345476535731023
302C_20211015,302C,20211015,10/15/2021,Oat,Under,0.43906495297088594
303A_20211015,303A,20211015,10/15/2021,Soy,Post,0.3714959272006539
303B_20211015,303B,20211015,10/15/2021,Soy,Fallow,0.3385631570172314
303C_20211015,303C,20211015,10/15/2021,Soy,Under,0.47534990089248147
304A_20211015,304A,20211015,10/15/2021,Oat,Post,0.38257430918540525
304B_20211015,304B,20211015,10/15/2021,Oat,Fallow,0.33726859137683807
304C_20211015,304C,20211015,10/15/2021,Oat,Under,0.41874154355433624
305A_20211015,305A,20211015,10/15/2021,Oat,Post,0.40504468396899146
305B_20211015,305B,20211015,10/15/2021,Oat,Fallow,0.34389164953468865
305C_20211015,305C,20211015,10/15/2021,Oat,Under,0.4923528986896193
306A_20211015,306A,20211015,10/15/2021,Oat,Post,0.3854115153828718
306B_20211015,306B,20211015,10/15/2021,Oat,Fallow,0.3406523887782347
306C_20211015,306C,20211015,10/15/2021,Oat,Under,0.4816795796236722
307A_20211015,307A,20211015,10/15/2021,Oat,Post,0.37732937350597495
307B_20211015,307B,20211015,10/15/2021,Oat,Fallow,0.33886746104719107
307C_20211015,307C,20211015,10/15/2021,Oat,Under,0.46793239391456115
308A_20211015,308A,20211015,10/15/2021,Oat,Post,0.37177704870921474
308B_20211015,308B,20211015,10/15/2021,Oat,Fallow,0.34520523330016717
308C_20211015,308C,20211015,10/15/2021,Oat,Under,0.40636561767384693
309A_20211015,309A,20211015,10/15/2021,Oat,Post,0.35850081664928385
309B_20211015,309B,20211015,10/15/2021,Oat,Fallow,0.3367039371416906
309C_20211015,309C,20211015,10/15/2021,Oat,Under,0.4075936555187233
310A_20211015,310A,20211015,10/15/2021,Oat,Post,0.35307116270353034
310B_20211015,310B,20211015,10/15/2021,Oat,Fallow,0.3514922096873434
310C_20211015,310C,20211015,10/15/2021,Oat,Under,0.414696415150348
401A_20211015,401A,20211015,10/15/2021,Oat,Under,0.4523788313965076
401B_20211015,401B,20211015,10/15/2021,Oat,Fallow,0.34228795995559363
401C_20211015,401C,20211015,10/15/2021,Oat,Post,0.382685439464961
402A_20211015,402A,20211015,10/15/2021,Oat,Under,0.5024368247392972
402B_20211015,402B,20211015,10/15/2021,Oat,Fallow,0.36228198566702347
402C_20211015,402C,20211015,10/15/2021,Oat,Post,0.3920062118574356
403A_20211015,403A,20211015,10/15/2021,Oat,Under,0.43676994974711536
403B_20211015,403B,20211015,10/15/2021,Oat,Fallow,0.34482841589819985
403C_20211015,403C,20211015,10/15/2021,Oat,Post,0.36714120131106975
404A_20211015,404A,20211015,10/15/2021,Soy,Under,0.4442800679771725
404B_20211015,404B,20211015,10/15/2021,Soy,Fallow,0.3275645762451551
404C_20211015,404C,20211015,10/15/2021,Soy,Post,0.3509337558305479
405A_20211015,405A,20211015,10/15/2021,Oat,Under,0.43126441284047534
405B_20211015,405B,20211015,10/15/2021,Oat,Fallow,0.34246593825989974
405C_20211015,405C,20211015,10/15/2021,Oat,Post,0.369899152849244
406A_20211015,406A,20211015,10/15/2021,Oat,Under,0.47763848870438425
406B_20211015,406B,20211015,10/15/2021,Oat,Fallow,0.3399357880669246
406C_20211015,406C,20211015,10/15/2021,Oat,Post,0.3789235724550471
407A_20211015,407A,20211015,10/15/2021,Oat,Under,0.4854884484694966
407B_20211015,407B,20211015,10/15/2021,Oat,Fallow,0.32811481681336807
407C_20211015,407C,20211015,10/15/2021,Oat,Post,0.3841071638856451
408A_20211015,408A,20211015,10/15/2021,Oat,Under,0.4923621904281711
408B_20211015,408B,20211015,10/15/2021,Oat,Fallow,0.36675205470670785
408C_20211015,408C,20211015,10/15/2021,Oat,Post,0.39964474730948
409A_20211015,409A,20211015,10/15/2021,Oat,Under,0.48360330329101847
409B_20211015,409B,20211015,10/15/2021,Oat,Fallow,0.3405042003248986
409C_20211015,409C,20211015,10/15/2021,Oat,Post,0.4041424030825441
410A_20211015,410A,20211015,10/15/2021,Oat,Under,0.4896531019149486
410B_20211015,410B,20211015,10/15/2021,Oat,Fallow,0.3413475749516739
410C_20211015,410C,20211015,10/15/2021,Oat,Post,0.3681667140953506
101A_20211025,101A,20211025,10/25/2021,Oat,Fallow,0.3407909877811893
101B_20211025,101B,20211025,10/25/2021,Oat,Post,0.39893252119665457
101C_20211025,101C,20211025,10/25/2021,Oat,Under,0.46905327236019684
102A_20211025,102A,20211025,10/25/2021,Oat,Fallow,0.3219010892058233
102B_20211025,102B,20211025,10/25/2021,Oat,Post,0.36682506829392364
102C_20211025,102C,20211025,10/25/2021,Oat,Under,0.45998232420176804
103A_20211025,103A,20211025,10/25/2021,Oat,Fallow,0.35000051216169503
103B_20211025,103B,20211025,10/25/2021,Oat,Post,0.40124354116004585
103C_20211025,103C,20211025,10/25/2021,Oat,Under,0.45304631714362925
104A_20211025,104A,20211025,10/25/2021,Oat,Fallow,0.33149314568928995
104B_20211025,104B,20211025,10/25/2021,Oat,Post,0.4175447673586435
104C_20211025,104C,20211025,10/25/2021,Oat,Under,0.4535011690776126
105A_20211025,105A,20211025,10/25/2021,Oat,Fallow,0.336039621105815
105B_20211025,105B,20211025,10/25/2021,Oat,Post,0.38651719902406817
105C_20211025,105C,20211025,10/25/2021,Oat,Under,0.4893028616946618
106A_20211025,106A,20211025,10/25/2021,Soy,Fallow,0.32327352430614553
106B_20211025,106B,20211025,10/25/2021,Soy,Post,0.38264569924644953
106C_20211025,106C,20211025,10/25/2021,Soy,Under,0.4506557658117565
107A_20211025,107A,20211025,10/25/2021,Oat,Fallow,0.32074625631257325
107B_20211025,107B,20211025,10/25/2021,Oat,Post,0.44404408533542367
107C_20211025,107C,20211025,10/25/2021,Oat,Under,0.4820273944271706
