Image,Plot,Date_Index,Date,Variety,Cover,Green_Avg,EXG_Avg_Image,EXGR_Avg_Image,GLI_Avg_Image,VARI_Avg_Image,EXG_Local_Thresh,EXGR_Local_Thresh,GLI_Local_Thresh,VARI_Local_Thresh,EXG_Global_Thresh,EXGR_Global_Thresh,GLI_Global_Thresh,VARI_Global_Thresh
101B_20210821,101B,20210821,8/21/2021,Oat,Post,0.333093907,-0.000685728,-0.18027676,-0.003775097,-0.069560468,-0.326171875,-0.828515625,-0.34765625,-0.619140625,0.306640625,0.205078125,0.16015625,-0.08984375
101C_20210821,101C,20210821,8/21/2021,Oat,Under,0.344274955,0.032847771,-0.142220333,0.021085054,-0.045447362,-0.291015625,-0.807421875,-0.32421875,-0.193359375,0.306640625,0.205078125,0.16015625,-0.08984375
102A_20210821,102A,20210821,8/21/2021,Oat,Fallow,0.364939821,0.094839959,-0.05531645,0.065314041,0.004531942,0.611328125,-0.744140625,-0.30078125,-0.072265625,0.306640625,0.205078125,0.16015625,-0.08984375
102B_20210821,102B,20210821,8/21/2021,Oat,Post,0.342632706,0.027923436,-0.142933226,0.017450924,-0.041281415,-0.302734375,-0.828515625,-0.33203125,-0.2109375,0.306640625,0.205078125,0.16015625,-0.08984375
102C_20210821,102C,20210821,8/21/2021,Oat,Under,0.347231613,0.041706894,-0.115654995,0.0281589,-0.020764584,0.083984375,-0.723046875,-0.28515625,-0.078125,0.306640625,0.205078125,0.16015625,-0.08984375
103A_20210821,103A,20210821,8/21/2021,Oat,Fallow,0.35223652,0.056720411,-0.119314274,0.038826534,-0.042734416,0.107421875,-0.786328125,-0.31640625,-0.064453125,0.306640625,0.205078125,0.16015625,-0.08984375
103B_20210821,103B,20210821,8/21/2021,Oat,Post,0.343550046,0.030674249,-0.141682385,0.019037376,-0.047290617,-0.314453125,-0.828515625,-0.34765625,-0.140625,0.306640625,0.205078125,0.16015625,-0.08984375
103C_20210821,103C,20210821,8/21/2021,Oat,Under,0.346562356,0.039706356,-0.135723452,0.025504527,-0.043804058,-0.279296875,-0.786328125,-0.31640625,-0.138671875,0.306640625,0.205078125,0.16015625,-0.08984375
104A_20210821,104A,20210821,8/21/2021,Oat,Fallow,0.348439562,0.045340988,-0.104889574,0.030544658,-0.014639367,0.576171875,-0.744140625,-0.31640625,-0.12109375,0.306640625,0.205078125,0.16015625,-0.08984375
104B_20210821,104B,20210821,8/21/2021,Oat,Post,0.341636655,0.024938297,-0.138772909,0.015319344,-0.034167171,0.623046875,-0.765234375,-0.32421875,-0.09375,0.306640625,0.205078125,0.16015625,-0.08984375
104C_20210821,104C,20210821,8/21/2021,Oat,Under,0.345247993,0.035762664,-0.113107947,0.023769813,-0.013228231,0.107421875,-0.005859375,0.06640625,-0.033203125,0.306640625,0.205078125,0.16015625,-0.08984375
105A_20210821,105A,20210821,8/21/2021,Oat,Fallow,0.344606258,0.033844695,-0.141582712,0.022486939,-0.046982457,-0.302734375,-0.828515625,-0.33203125,-0.1171875,0.306640625,0.205078125,0.16015625,-0.08984375
105B_20210821,105B,20210821,8/21/2021,Oat,Post,0.348548324,0.045658234,-0.130642269,0.030798815,-0.046507866,-0.291015625,-0.807421875,-0.32421875,-0.080078125,0.306640625,0.205078125,0.16015625,-0.08984375
105C_20210821,105C,20210821,8/21/2021,Oat,Under,0.341971638,0.025940231,-0.137967794,0.016471959,-0.039707152,-0.302734375,-0.786328125,-0.33984375,-0.119140625,0.306640625,0.205078125,0.16015625,-0.08984375
106A_20210821,106A,20210821,8/21/2021,Soy,Fallow,0.33423561,0.002737573,-0.17112804,-0.002113751,-0.062883997,-0.302734375,-0.786328125,-0.33984375,-2.84765625,0.306640625,0.205078125,0.16015625,-0.08984375
106B_20210821,106B,20210821,8/21/2021,Soy,Post,0.331955959,-0.004129111,-0.175491457,-0.004276657,-0.066414027,0.060546875,-0.216796875,0.03515625,-0.220703125,0.306640625,0.205078125,0.16015625,-0.08984375
106C_20210821,106C,20210821,8/21/2021,Soy,Under,0.34268799,0.0280923,-0.124275037,0.016548656,-0.030593262,0.083984375,-0.026953125,0.05078125,-0.138671875,0.306640625,0.205078125,0.16015625,-0.08984375
107A_20210821,107A,20210821,8/21/2021,Oat,Fallow,0.340562967,0.021719041,-0.114627167,0.013045236,0.007666402,0.611328125,-0.069140625,-0.31640625,3.2265625,0.306640625,0.205078125,0.16015625,-0.08984375
107B_20210821,107B,20210821,8/21/2021,Oat,Post,0.331808889,-0.004545002,-0.159771302,-0.005811318,-0.037676116,-0.291015625,-0.744140625,-0.32421875,-2.794921875,0.306640625,0.205078125,0.16015625,-0.08984375
107C_20210821,107C,20210821,8/21/2021,Oat,Under,0.332752285,-0.001730487,-0.16444977,-0.00315197,-0.049027255,-0.302734375,-0.765234375,-0.34765625,-0.169921875,0.306640625,0.205078125,0.16015625,-0.08984375
108A_20210821,108A,20210821,8/21/2021,Oat,Fallow,0.34405284,0.032188659,-0.106112206,0.020685337,0.009757739,0.060546875,-0.638671875,-0.29296875,-0.103515625,0.306640625,0.205078125,0.16015625,-0.08984375
108B_20210821,108B,20210821,8/21/2021,Oat,Post,0.335066661,0.005227107,-0.155380382,0.001014128,-0.030493347,-0.314453125,-0.828515625,-0.34765625,-0.099609375,0.306640625,0.205078125,0.16015625,-0.08984375
108C_20210821,108C,20210821,8/21/2021,Oat,Under,0.33534413,0.006072175,-0.151921422,0.001557448,-0.034814735,-0.291015625,-0.744140625,-0.33203125,-2.80859375,0.306640625,0.205078125,0.16015625,-0.08984375
109A_20210821,109A,20210821,8/21/2021,Oat,Fallow,0.342681013,0.02804304,-0.146997989,0.020253493,-0.060047879,0.037109375,-0.111328125,0.02734375,-0.083007813,0.306640625,0.205078125,0.16015625,-0.08984375
109B_20210821,109B,20210821,8/21/2021,Oat,Post,0.339361248,0.018093388,-0.181100171,0.01019123,-0.086052351,-0.255859375,-0.765234375,-0.30078125,-0.267578125,0.306640625,0.205078125,0.16015625,-0.08984375
109C_20210821,109C,20210821,8/21/2021,Oat,Under,0.333878555,0.001645309,-0.191463493,-0.001676532,-0.080651612,-0.267578125,-0.744140625,-0.30859375,-0.212890625,0.306640625,0.205078125,0.16015625,-0.08984375
110A_20210821,110A,20210821,8/21/2021,Oat,Fallow,0.325262439,-0.024198817,-0.188585024,-0.020885893,-0.051484106,-0.021484375,-0.596484375,-0.29296875,3.408203125,0.306640625,0.205078125,0.16015625,-0.08984375
110B_20210821,110B,20210821,8/21/2021,Oat,Post,0.317909514,-0.046260003,-0.243668549,-0.038344331,-0.114634206,-0.302734375,-0.765234375,-0.33203125,-0.150390625,0.306640625,0.205078125,0.16015625,-0.08984375
110C_20210821,110C,20210821,8/21/2021,Oat,Under,0.317803208,-0.046575908,-0.23950378,-0.039277213,-0.103993667,-0.302734375,-0.765234375,-0.33203125,-0.15625,0.306640625,0.205078125,0.16015625,-0.08984375
201A_20210821,201A,20210821,8/21/2021,Oat,Under,0.321669718,-0.034978189,-0.225844309,-0.030910194,-0.086195208,-0.267578125,-0.723046875,-0.30859375,-0.283203125,0.306640625,0.205078125,0.16015625,-0.08984375
201B_20210821,201B,20210821,8/21/2021,Oat,Fallow,0.312685507,-0.061930819,-0.276015935,-0.051456184,-0.139424468,-0.326171875,-0.828515625,-0.34765625,-0.333984375,0.306640625,0.205078125,0.16015625,-0.08984375
201C_20210821,201C,20210821,8/21/2021,Oat,Post,0.315626708,-0.053115052,-0.249475548,-0.042851497,-0.118133542,-0.291015625,-0.744140625,-0.32421875,4.32421875,0.306640625,0.205078125,0.16015625,-0.08984375
202A_20210821,202A,20210821,8/21/2021,Oat,Under,0.362159992,0.086484194,-0.130535118,0.059303531,-0.066547349,-0.232421875,-0.723046875,-0.26171875,-0.12109375,0.306640625,0.205078125,0.16015625,-0.08984375
202B_20210821,202B,20210821,8/21/2021,Oat,Fallow,0.366407782,0.099226361,-0.12077709,0.0677079,-0.0731935,-0.232421875,-0.744140625,-0.26953125,-0.2265625,0.306640625,0.205078125,0.16015625,-0.08984375
202C_20210821,202C,20210821,8/21/2021,Oat,Post,0.353313356,0.059942478,-0.1518104,0.040729962,-0.082019048,-0.255859375,-0.765234375,-0.29296875,-0.1875,0.306640625,0.205078125,0.16015625,-0.08984375
203A_20210821,203A,20210821,8/21/2021,Soy,Under,0.329426703,-0.011693971,-0.211849118,-0.015291178,-0.105451509,0.013671875,-0.744140625,-0.31640625,-0.330078125,0.306640625,0.205078125,0.16015625,-0.08984375
203B_20210821,203B,20210821,8/21/2021,Soy,Fallow,0.317103553,-0.048682709,-0.282981017,-0.039778368,-0.163136465,-0.326171875,-0.870703125,-0.35546875,-0.234375,0.306640625,0.205078125,0.16015625,-0.08984375
203C_20210821,203C,20210821,8/21/2021,Soy,Post,0.329304951,-0.012074899,-0.219797089,-0.012568748,-0.113777722,-0.291015625,-0.807421875,-0.32421875,-0.26953125,0.306640625,0.205078125,0.16015625,-0.08984375
204A_20210821,204A,20210821,8/21/2021,Oat,Under,0.354393664,0.063193652,-0.103225447,0.042448351,-0.022093667,0.107421875,-0.048046875,0.06640625,-0.100911458,0.306640625,0.205078125,0.16015625,-0.08984375
204B_20210821,204B,20210821,8/21/2021,Oat,Fallow,0.354453977,0.063365547,-0.146803312,0.043146338,-0.075896625,-0.255859375,-0.744140625,-0.28515625,-0.138671875,0.306640625,0.205078125,0.16015625,-0.08984375
204C_20210821,204C,20210821,8/21/2021,Oat,Post,0.345834197,0.037508017,-0.156765986,0.025589331,-0.072171771,0.107421875,-0.744140625,-0.30078125,-0.115234375,0.306640625,0.205078125,0.16015625,-0.08984375
205A_20210821,205A,20210821,8/21/2021,Oat,Under,0.36263216,0.087905523,-0.074900021,0.060251224,-0.013134617,0.482421875,-0.005859375,0.08203125,-0.052734375,0.306640625,0.205078125,0.16015625,-0.08984375
205B_20210821,205B,20210821,8/21/2021,Oat,Fallow,0.351038537,0.053117419,-0.130018131,0.037135456,-0.052668222,0.095703125,-0.617578125,0.05859375,-0.16796875,0.306640625,0.205078125,0.16015625,-0.08984375
205C_20210821,205C,20210821,8/21/2021,Oat,Post,0.342480964,0.027445304,-0.172154333,0.018143992,-0.082029701,-0.267578125,-0.744140625,-0.29296875,-0.126953125,0.306640625,0.205078125,0.16015625,-0.08984375
206A_20210821,206A,20210821,8/21/2021,Oat,Under,0.323644776,-0.02905422,-0.237868094,-0.026031357,-0.113386465,-0.267578125,-0.765234375,-0.30859375,-0.21484375,0.306640625,0.205078125,0.16015625,-0.08984375
206B_20210821,206B,20210821,8/21/2021,Oat,Fallow,0.328057957,-0.015815883,-0.219040477,-0.015044353,-0.105375285,-0.302734375,-0.828515625,-0.33984375,-0.150390625,0.306640625,0.205078125,0.16015625,-0.08984375
206C_20210821,206C,20210821,8/21/2021,Oat,Post,0.336426568,0.009285128,-0.195343746,0.004094559,-0.095345287,-0.291015625,-0.786328125,-0.31640625,-0.18359375,0.306640625,0.205078125,0.16015625,-0.08984375
207A_20210821,207A,20210821,8/21/2021,Oat,Under,0.332608455,-0.002168006,-0.196921173,-0.004749065,-0.085413265,-0.279296875,-0.786328125,-0.31640625,-0.169921875,0.306640625,0.205078125,0.16015625,-0.08984375
207B_20210821,207B,20210821,8/21/2021,Oat,Fallow,0.34696573,0.040905628,-0.152986998,0.026982068,-0.068302302,0.107421875,-0.744140625,-0.30078125,-0.11328125,0.306640625,0.205078125,0.16015625,-0.08984375
207C_20210821,207C,20210821,8/21/2021,Oat,Post,0.353193057,0.059587611,-0.138957577,0.040920937,-0.070593446,0.189453125,-0.744140625,-0.28515625,-0.15234375,0.306640625,0.205078125,0.16015625,-0.08984375
208A_20210821,208A,20210821,8/21/2021,Oat,Under,0.320644313,-0.038048976,-0.228391774,-0.032430437,-0.095343591,-0.255859375,-0.680859375,-0.29296875,-0.125,0.306640625,0.205078125,0.16015625,-0.08984375
208B_20210821,208B,20210821,8/21/2021,Oat,Fallow,0.321087486,-0.036726692,-0.258680707,-0.0310611,-0.134211317,-0.302734375,-0.828515625,-0.33203125,-0.375,0.306640625,0.205078125,0.16015625,-0.08984375
208C_20210821,208C,20210821,8/21/2021,Oat,Post,0.318950118,-0.043134576,-0.265890296,-0.036534481,-0.145595894,-0.302734375,-0.828515625,-0.33984375,-0.37109375,0.306640625,0.205078125,0.16015625,-0.08984375
209A_20210821,209A,20210821,8/21/2021,Oat,Under,0.351481933,0.05445665,-0.148152402,0.035798026,-0.06594057,0.095703125,-0.765234375,-0.29296875,-0.267578125,0.306640625,0.205078125,0.16015625,-0.08984375
209B_20210821,209B,20210821,8/21/2021,Oat,Fallow,0.363686306,0.091059521,-0.113813872,0.064917347,-0.067283932,0.130859375,-0.048046875,0.08984375,-0.109375,0.306640625,0.205078125,0.16015625,-0.08984375
209C_20210821,209C,20210821,8/21/2021,Oat,Post,0.359965943,0.079899034,-0.136711737,0.054966386,-0.079388541,0.154296875,-0.744140625,-0.26953125,-0.1875,0.306640625,0.205078125,0.16015625,-0.08984375
210A_20210821,210A,20210821,8/21/2021,Oat,Under,0.326687308,-0.019917582,-0.244326399,-0.020573594,-0.112445174,-0.302734375,-0.849609375,-0.33203125,-0.298828125,0.306640625,0.205078125,0.16015625,-0.08984375
210B_20210821,210B,20210821,8/21/2021,Oat,Fallow,0.347668404,0.043013652,-0.156576126,0.028428277,-0.067320431,-0.267578125,-0.765234375,-0.29296875,-0.123046875,0.306640625,0.205078125,0.16015625,-0.08984375
210C_20210821,210C,20210821,8/21/2021,Oat,Post,0.34475729,0.034280309,-0.182412075,0.021831886,-0.091763362,-0.279296875,-0.807421875,-0.30859375,-0.2890625,0.306640625,0.205078125,0.16015625,-0.08984375
301A_20210821,301A,20210821,8/21/2021,Oat,Post,0.353635806,0.060933338,-0.102823347,0.04113241,-0.026652986,0.353515625,-0.807421875,-0.32421875,-0.107421875,0.306640625,0.205078125,0.16015625,-0.08984375
301B_20210821,301B,20210821,8/21/2021,Oat,Fallow,0.35786216,0.073606974,-0.079488643,0.049800661,-0.012228635,0.142578125,-0.786328125,0.08984375,-0.111328125,0.306640625,0.205078125,0.16015625,-0.08984375
301C_20210821,301C,20210821,8/21/2021,Oat,Under,0.353958538,0.061911178,-0.081005817,0.041562472,-0.000490663,0.119140625,0.015234375,0.07421875,-0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375
302A_20210821,302A,20210821,8/21/2021,Oat,Post,0.355262447,0.065812056,-0.101656587,0.043819402,-0.022064232,-0.267578125,-0.765234375,-0.30078125,-0.166015625,0.306640625,0.205078125,0.16015625,-0.08984375
302B_20210821,302B,20210821,8/21/2021,Oat,Fallow,0.370554086,0.111687575,-0.033863575,0.075538946,0.00911793,0.576171875,0.880078125,0.11328125,-0.140625,0.306640625,0.205078125,0.16015625,-0.08984375
302C_20210821,302C,20210821,8/21/2021,Oat,Under,0.355021278,0.065081917,-0.088254229,0.043652063,-0.011636288,0.142578125,-0.786328125,0.08203125,-0.052734375,0.306640625,0.205078125,0.16015625,-0.08984375
303A_20210821,303A,20210821,8/21/2021,Soy,Post,0.330768489,-0.007682476,-0.215940317,-0.008750075,-0.10964588,-0.279296875,-0.786328125,-0.31640625,-0.31640625,0.306640625,0.205078125,0.16015625,-0.08984375
303B_20210821,303B,20210821,8/21/2021,Soy,Fallow,0.336700978,0.010118004,-0.169704419,0.004102886,-0.07366986,0.095703125,-0.765234375,-0.33203125,-3.365234375,0.306640625,0.205078125,0.16015625,-0.08984375
303C_20210821,303C,20210821,8/21/2021,Soy,Under,0.349579339,0.048774185,-0.098382482,0.029763988,-0.011652994,0.693359375,-0.026953125,0.05078125,-0.02734375,0.306640625,0.205078125,0.16015625,-0.08984375
304A_20210821,304A,20210821,8/21/2021,Oat,Post,0.340304513,0.020936446,-0.156406245,0.012855391,-0.056189105,-0.279296875,-0.786328125,-0.31640625,-0.22265625,0.306640625,0.205078125,0.16015625,-0.08984375
304B_20210821,304B,20210821,8/21/2021,Oat,Fallow,0.348141669,0.04442802,-0.105314568,0.031857458,-0.016637678,0.072265625,-0.048046875,0.05078125,-0.015625,0.306640625,0.205078125,0.16015625,-0.08984375
304C_20210821,304C,20210821,8/21/2021,Oat,Under,0.341569676,0.024742785,-0.130107984,0.014518569,-0.024150827,0.072265625,-0.744140625,-0.31640625,-0.64453125,0.306640625,0.205078125,0.16015625,-0.08984375
305A_20210821,305A,20210821,8/21/2021,Oat,Post,0.338428431,0.015323873,-0.159308268,0.008506826,-0.052399539,-0.314453125,-0.828515625,-0.34765625,-0.14453125,0.306640625,0.205078125,0.16015625,-0.08984375
305B_20210821,305B,20210821,8/21/2021,Oat,Fallow,0.352724874,0.058210186,-0.088502506,0.038744801,-0.002148758,0.669921875,-0.765234375,-0.31640625,-0.115234375,0.306640625,0.205078125,0.16015625,-0.08984375
305C_20210821,305C,20210821,8/21/2021,Oat,Under,0.353111825,0.059347531,-0.089524286,0.040819934,-0.006639575,0.119140625,0.015234375,0.08203125,-0.080078125,0.306640625,0.205078125,0.16015625,-0.08984375
306A_20210821,306A,20210821,8/21/2021,Oat,Post,0.324654923,-0.0260069,-0.205147785,-0.02270222,-0.079587407,-0.337890625,-0.828515625,-0.36328125,-3.140625,0.306640625,0.205078125,0.16015625,-0.08984375
306B_20210821,306B,20210821,8/21/2021,Oat,Fallow,0.329467174,-0.011564723,-0.180750761,-0.011164885,-0.057573121,-0.337890625,-0.849609375,-0.36328125,-0.140625,0.306640625,0.205078125,0.16015625,-0.08984375
306C_20210821,306C,20210821,8/21/2021,Oat,Under,0.335835028,0.007528593,-0.155148166,0.002932946,-0.044001741,-0.314453125,-0.786328125,-0.34765625,-0.15625,0.306640625,0.205078125,0.16015625,-0.08984375
307A_20210821,307A,20210821,8/21/2021,Oat,Post,0.328606088,-0.014154007,-0.1819614,-0.013643808,-0.059630308,-0.314453125,-0.765234375,-0.34765625,-2.763671875,0.306640625,0.205078125,0.16015625,-0.08984375
307B_20210821,307B,20210821,8/21/2021,Oat,Fallow,0.325703028,-0.022868011,-0.188011965,-0.019523395,-0.05945389,-0.326171875,-0.744140625,-0.34765625,-2.42578125,0.306640625,0.205078125,0.16015625,-0.08984375
307C_20210821,307C,20210821,8/21/2021,Oat,Under,0.334051964,0.002174578,-0.143812703,-0.00046667,-0.022617584,0.060546875,-0.048046875,-0.32421875,-0.09765625,0.306640625,0.205078125,0.16015625,-0.08984375
308A_20210821,308A,20210821,8/21/2021,Oat,Post,0.326629203,-0.020058742,-0.184070604,-0.01875475,-0.058609314,-0.326171875,-0.744140625,-0.34765625,-2.732421875,0.306640625,0.205078125,0.16015625,-0.08984375
308B_20210821,308B,20210821,8/21/2021,Oat,Fallow,0.333434409,0.000330354,-0.145727319,-0.003474418,-0.016815144,-0.291015625,-0.701953125,-0.32421875,-3.23828125,0.306640625,0.205078125,0.16015625,-0.08984375
308C_20210821,308C,20210821,8/21/2021,Oat,Under,0.326822722,-0.019510135,-0.179190864,-0.017879724,-0.043242862,-0.291015625,-0.701953125,-0.32421875,-3.171875,0.306640625,0.205078125,0.16015625,-0.08984375
309A_20210821,309A,20210821,8/21/2021,Oat,Post,0.322798577,-0.031600048,-0.239773814,-0.027133194,-0.123968066,-0.267578125,-0.765234375,-0.30859375,-0.21484375,0.306640625,0.205078125,0.16015625,-0.08984375
309B_20210821,309B,20210821,8/21/2021,Oat,Fallow,0.331315869,-0.006043353,-0.214301374,-0.008411793,-0.09932724,-0.279296875,-0.807421875,-0.32421875,-0.337890625,0.306640625,0.205078125,0.16015625,-0.08984375
309C_20210821,309C,20210821,8/21/2021,Oat,Under,0.331552863,-0.005333574,-0.201166672,-0.007511423,-0.089236087,-0.279296875,-0.786328125,-0.31640625,-0.173828125,0.306640625,0.205078125,0.16015625,-0.08984375
310A_20210821,310A,20210821,8/21/2021,Oat,Post,0.310189714,-0.069409157,-0.303896842,-0.057487279,-0.16694431,-0.326171875,-0.849609375,-0.34765625,-0.375,0.306640625,0.205078125,0.16015625,-0.08984375
310B_20210821,310B,20210821,8/21/2021,Oat,Fallow,0.323826843,-0.028506209,-0.219279634,-0.024902967,-0.092393293,-0.255859375,-0.723046875,-0.30859375,-0.216796875,0.306640625,0.205078125,0.16015625,-0.08984375
310C_20210821,310C,20210821,8/21/2021,Oat,Under,0.328144849,-0.015550384,-0.190945698,-0.015325057,-0.06682973,0.025390625,-0.111328125,-0.31640625,-0.1953125,0.306640625,0.205078125,0.16015625,-0.08984375
401A_20210821,401A,20210821,8/21/2021,Oat,Under,0.315361305,-0.053901016,-0.275491668,-0.045749553,-0.129935423,-0.314453125,-0.849609375,-0.33984375,-0.392578125,0.306640625,0.205078125,0.16015625,-0.08984375
401B_20210821,401B,20210821,8/21/2021,Oat,Fallow,0.31154415,-0.065352481,-0.292565081,-0.054001166,-0.160423472,-0.337890625,-0.870703125,-0.35546875,-0.408203125,0.306640625,0.205078125,0.16015625,-0.08984375
401C_20210821,401C,20210821,8/21/2021,Oat,Post,0.315098742,-0.054691717,-0.257580079,-0.044777132,-0.130285875,-0.326171875,-0.828515625,-0.34765625,-0.283203125,0.306640625,0.205078125,0.16015625,-0.08984375
402A_20210821,402A,20210821,8/21/2021,Oat,Under,0.36124785,0.083743549,-0.10228968,0.060268358,-0.049375749,0.119140625,-0.005859375,0.08203125,0.032924107,0.306640625,0.205078125,0.16015625,-0.08984375
402B_20210821,402B,20210821,8/21/2021,Oat,Fallow,0.351919574,0.055766559,-0.166966675,0.037427636,-0.092573907,-0.267578125,-0.786328125,-0.29296875,-0.126953125,0.306640625,0.205078125,0.16015625,-0.08984375
402C_20210821,402C,20210821,8/21/2021,Oat,Post,0.321263712,-0.036185957,-0.259205248,-0.031651038,-0.134953246,-0.314453125,-0.849609375,-0.33984375,-0.26953125,0.306640625,0.205078125,0.16015625,-0.08984375
403A_20210821,403A,20210821,8/21/2021,Oat,Under,0.326843935,-0.019461565,-0.230298222,-0.017286812,-0.113224402,-0.150390625,-0.617578125,-0.25390625,-0.279296875,0.306640625,0.205078125,0.16015625,-0.08984375
403B_20210821,403B,20210821,8/21/2021,Oat,Fallow,0.319166186,-0.042488782,-0.266276787,-0.035846535,-0.141533569,-0.314453125,-0.849609375,-0.33984375,-0.244140625,0.306640625,0.205078125,0.16015625,-0.08984375
403C_20210821,403C,20210821,8/21/2021,Oat,Post,0.328906297,-0.013269054,-0.223848726,-0.013763506,-0.11430902,-0.291015625,-0.828515625,-0.32421875,-0.318359375,0.306640625,0.205078125,0.16015625,-0.08984375
404A_20210821,404A,20210821,8/21/2021,Soy,Under,0.326550618,-0.020341515,-0.228956182,-0.020028272,-0.121004718,0.025390625,-0.195703125,0.00390625,-0.32421875,0.306640625,0.205078125,0.16015625,-0.08984375
404B_20210821,404B,20210821,8/21/2021,Soy,Fallow,0.334415607,0.003249835,-0.206567158,-0.000345968,-0.111676825,0.072265625,-0.744140625,-0.30078125,-0.26953125,0.306640625,0.205078125,0.16015625,-0.08984375
404C_20210821,404C,20210821,8/21/2021,Soy,Post,0.332412626,-0.00275308,-0.22997487,-0.005478558,-0.121851273,-0.291015625,-0.828515625,-0.31640625,-0.232421875,0.306640625,0.205078125,0.16015625,-0.08984375
405A_20210821,405A,20210821,8/21/2021,Oat,Under,0.352811354,0.058438883,-0.137520299,0.039991033,-0.058243879,0.107421875,-0.701953125,-0.28515625,-0.05859375,0.306640625,0.205078125,0.16015625,-0.08984375
405B_20210821,405B,20210821,8/21/2021,Oat,Fallow,0.333084123,-0.000744014,-0.213389939,-0.003626581,-0.110344181,-0.314453125,-0.849609375,-0.33203125,-0.248046875,0.306640625,0.205078125,0.16015625,-0.08984375
405C_20210821,405C,20210821,8/21/2021,Oat,Post,0.339247046,0.017746564,-0.196572228,0.010176217,-0.103589222,-0.291015625,-0.807421875,-0.31640625,-0.203125,0.306640625,0.205078125,0.16015625,-0.08984375
406A_20210821,406A,20210821,8/21/2021,Oat,Under,0.330275596,-0.009158744,-0.208405637,-0.011947961,-0.091049064,-0.279296875,-0.807421875,-0.32421875,-0.181640625,0.306640625,0.205078125,0.16015625,-0.08984375
406B_20210821,406B,20210821,8/21/2021,Oat,Fallow,0.323486818,-0.029531108,-0.249271281,-0.026057362,-0.133254121,-0.302734375,-0.849609375,-0.33203125,-0.2578125,0.306640625,0.205078125,0.16015625,-0.08984375
406C_20210821,406C,20210821,8/21/2021,Oat,Post,0.330782795,-0.007640764,-0.218203983,-0.008456791,-0.108238473,-0.302734375,-0.828515625,-0.32421875,-0.252929688,0.306640625,0.205078125,0.16015625,-0.08984375
407A_20210821,407A,20210821,8/21/2021,Oat,Under,0.348082226,0.044258733,-0.135808824,0.028526019,-0.042251188,0.083984375,-0.723046875,-0.29296875,-0.03515625,0.306640625,0.205078125,0.16015625,-0.08984375
407B_20210821,407B,20210821,8/21/2021,Oat,Fallow,0.349721686,0.0491741,-0.144764824,0.032591742,-0.066367096,0.130859375,-0.786328125,-0.30859375,-0.1484375,0.306640625,0.205078125,0.16015625,-0.08984375
407C_20210821,407C,20210821,8/21/2021,Oat,Post,0.356663304,0.069992925,-0.145574708,0.047799915,-0.078161633,-0.244140625,-0.744140625,-0.27734375,-0.209960938,0.306640625,0.205078125,0.16015625,-0.08984375
408A_20210821,408A,20210821,8/21/2021,Oat,Under,0.331613774,-0.005140593,-0.2096102,-0.007582951,-0.096145078,-0.291015625,-0.807421875,-0.32421875,-0.19921875,0.306640625,0.205078125,0.16015625,-0.08984375
408B_20210821,408B,20210821,8/21/2021,Oat,Fallow,0.336098793,0.008301201,-0.204012146,0.003121168,-0.104684721,-0.302734375,-0.849609375,-0.32421875,-0.19921875,0.306640625,0.205078125,0.16015625,-0.08984375
408C_20210821,408C,20210821,8/21/2021,Oat,Post,0.328516286,-0.014436676,-0.23515161,-0.014094676,-0.120614707,-0.314453125,-0.849609375,-0.33203125,-0.279296875,0.306640625,0.205078125,0.16015625,-0.08984375
409A_20210821,409A,20210821,8/21/2021,Oat,Under,0.374706868,0.124127235,-0.066036686,0.085841928,-0.034764172,0.189453125,-0.659765625,0.12109375,-0.130859375,0.306640625,0.205078125,0.16015625,-0.08984375
409B_20210821,409B,20210821,8/21/2021,Oat,Fallow,0.358448043,0.07535076,-0.114888261,0.05208994,-0.055434449,0.154296875,-0.723046875,0.08984375,-0.05078125,0.306640625,0.205078125,0.16015625,-0.08984375
409C_20210821,409C,20210821,8/21/2021,Oat,Post,0.357389688,0.072177502,-0.122115485,0.049469631,-0.060381593,0.166015625,-0.723046875,-0.28515625,-0.10546875,0.306640625,0.205078125,0.16015625,-0.08984375
410A_20210821,410A,20210821,8/21/2021,Oat,Under,0.355001297,0.065009315,-0.140767459,0.043967357,-0.064046336,-0.244140625,-0.723046875,-0.27734375,-0.087890625,0.306640625,0.205078125,0.16015625,-0.08984375
410B_20210821,410B,20210821,8/21/2021,Oat,Fallow,0.37414794,0.122443821,-0.071465673,0.086924276,-0.043694998,0.166015625,0.015234375,0.11328125,-0.12109375,0.306640625,0.205078125,0.16015625,-0.08984375
410C_20210821,410C,20210821,8/21/2021,Oat,Post,0.349924063,0.049777615,-0.150583659,0.034085764,-0.075238348,0.119140625,-0.765234375,-0.29296875,-0.1796875,0.306640625,0.205078125,0.16015625,-0.08984375
101A_20210909,101A,20210909,9/9/2021,Oat,Fallow,0.352494373,0.057528329,-0.142921919,0.034468763,-0.07190317,0.248046875,-0.786328125,-0.30859375,-0.1875,0.306640625,0.205078125,0.16015625,-0.08984375
101B_20210909,101B,20210909,9/9/2021,Oat,Post,0.337207052,0.011685655,-0.206517291,-0.000611245,-0.100973469,-0.291015625,-0.849609375,-0.33203125,-0.388671875,0.306640625,0.205078125,0.16015625,-0.08984375
